wikiname;variations;author;author_firstname;wikiID;freq;repoID;pub_year;genre;text_source;normalised_title;best_match_student_eds;student_edition;score_student_eds;author_complete;best_match_works;works;score_works
TANCRED_(NOVEL);"['Tancred', 'Tancred; or, the New Crusade']";Disreali;Benjamin;Q7682378;6;20004;1847;([], ['novel']);Gutenberg-US;tancred (novel);tarr;0;60;benjamin disreali;benjamin disraeli;1;94.11764706
TESS_OF_THE_D'URBERVILLES;"[""Tess of the D'Urbervilles"", ""Tess of the d'Urbervilles"", ""Tess of the d' Urbervilles""]";Hardy;Thomas;Q649409;32;110;1891;(['tragedy'], ['novel']);Gutenberg-US;tess of the d'urbervilles;tess of the d'urbervilles;1;100;thomas hardy;thomas hardy;1;100
THE_ABBOT;['The Abbot'];Scott;Walter;Q2717772;3;6407;1820;(['historical novel'], []);Gutenberg-US;the abbot;arms and the man, the devil's disciple, caesar and cleopatra;0;85.5;walter scott;walter scott;1;100
THE_ABSENTEE;['The Absentee'];Edgeworth;Maria;Q7712149;24;1473;1812;(['political novel'], []);Gutenberg-US;the absentee;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;maria edgeworth;maria edgeworth;1;100
THE_ADVENTURES_OF_A_BROWNIE;['The Adventures of a Brownie'];Craik;Dinah;noWikiID;1;30494;1874;children's book;Gutenberg-US;the adventures of a brownie;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;dinah craik;dinah maria mulock craik;1;85.5
THE_ADVENTURES_OF_ANTHONY_VARNISH;['The Adventures of Anthony Varnish'];Johnstone;Charles;noWikiID;2;ECCO;1786;;ECCO;the adventures of anthony varnish;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;charles johnstone;charles johnston;0;96.96969697
THE_ADVENTURES_OF_DAVID_SIMPLE;['The Adventures of David Simple'];Fielding;Sarah;noWikiID;5;pdf;1744;;PDF;the adventures of david simple;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;sarah fielding;sarah cooper, (writer on leadership), creator;0;85.5
THE_ADVENTURES_OF_HAJJI_BABA;['The Adventures of Hajji Baba', 'The Adventures of Hajji Baba of Ispahan'];Morier;James;noWikiID;2;21331;1824;;Gutenberg-US;the adventures of hajji baba;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;james morier;james cordier;0;88
THE_ADVENTURES_OF_HUGH_TREVOR;['The Adventures of Hugh Trevor'];Holcroft;Thomas;noWikiID;1;9811;1794;novel;Gutenberg-US;the adventures of hugh trevor;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;thomas holcroft;thomas holcroft;1;100
THE_ADVENTURES_OF_PEREGRINE_PICKLE;['Peregrine Pickle', 'In Peregrine Pickle'];Smollett;Tobias;Q7712607;3;4084;1751;([], ['novel']);Gutenberg-US;the adventures of peregrine pickle;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;tobias smollett;b b;0;85.5
THE_ADVENTURES_OF_RIVELLA;['The Adventures of Rivella'];Manley;Delarivier;Q85806338;1;pdf;1714;novel;PDF;the adventures of rivella;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;delarivier manley;ben manley;0;85.5
THE_ADVENTURES_OF_RODERICK_RANDOM;['Roderick Random'];Smollett;Tobias;Q7712626;3;4085;1748;([], ['novel']);Gutenberg-US;the adventures of roderick random;the adventures of roderick random;1;100;tobias smollett;b b;0;85.5
THE_ADVENTURES_OF_SHERLOCK_HOLMES;['Adventures of Sherlock Holmes', 'The Adventures of Sherlock Holmes'];Doyle;Arthur Conan;Q392147;9;1661;1892;(['detective fiction'], ['short story collection']);Gutenberg-US;the adventures of sherlock holmes;the adventures of sherlock holmes;1;100;arthur conan doyle;arthur conan doyle;1;100
THE_ALTAR_OF_THE_DEAD;['The Altar of the Dead'];James;Henry;Q7713242;1;642;1895;([], ['short story']);Gutenberg-US;the altar of the dead;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;henry james;henry james;1;100
THE_AMBASSADORS;['The Ambassadors'];James;Henry;Q650571;8;432;1903;(['novel'], ['novel']);Gutenberg-US;the ambassadors;the ambassadors;1;100;henry james;henry james;1;100
THE_AMERICAN;['The American'];James;Henry;Q3080503;1;177;1876;(['novel'], ['novel']);Gutenberg-US;the american;the american;1;100;henry james;henry james;1;100
THE_ANTI-PAMELA;"['Anti-Pamela', ""Anti-Pamela: or, Feign'd Innocence Detected, In a Series of Syrena's Adventures""]";Haywood;Eliza;Q7713932;4;https://digital.library.upenn.edu/women/haywood/pamela/pamela.html;1741;(['parody', 'epistolary novel'], []);https://digital.library.upenn.edu;the anti-pamela;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;eliza haywood;eliza fowler haywood, ?;1;85.5
THE_ANTIQUARY;['The Antiquary'];Scott;Walter;Q1157183;5;7005;1816;(['Gothic fiction', 'historical fiction'], ['novel']);Gutenberg-US;the antiquary;the antiquary;1;100;walter scott;walter scott;1;100
THE_ASPERN_PAPERS;['The Aspern Papers'];James;Henry;Q2362409;1;211;1888;([], ['novel', 'novella']);Gutenberg-US;the aspern papers;the aspern papers and other stories;1;90;henry james;henry james;1;100
THE_AUTOBIOGRAPHY_OF_MARK_RUTHERFORD;['Autobiography of Mark Rutherford', 'The Autobiography of Mark Rutherford'];Rutherford;Mark;noWikiID;2;3269;1881;fictionalised autobiography;Gutenberg-US;the autobiography of mark rutherford;autobiography;1;90;mark rutherford;mark jacob;0;85.5
THE_AWKWARD_AGE;['The Awkward Age'];James;Henry;noWikiID;1;7433;1899;(['novel'], ['novel']);Gutenberg-US;the awkward age;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;henry james;henry james;1;100
THE_AYRSHIRE_LEGATEES;['The Ayrshire Legatees'];Galt;John;noWikiID;1;1384;1821;narrative;Gutenberg-US;the ayrshire legatees;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;john galt;john galt;1;100
THE_BATTLE_OF_DORKING;['The Battle of Dorking'];Powell;G. H.;Q7715857;3;65882;1871;(['polemical lampoon', 'political fiction', 'science fiction'], ['novel']);Gutenberg-US;the battle of dorking;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;g. h. powell;h. l mencken, (henry louis);0;85.5
THE_BATTLE_OF_THE_BOOKS;['The Battle of the Books', 'The Battel of the Books', 'In the Battle of the Books'];Swift;Jonathan;Q7715895;5;623;1704;(['polemical lampoon'], []);Gutenberg-US;the battle of the books;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;jonathan swift;jonathan swift;1;100
THE_BEACH_OF_FALESA;['The Beach of FalesÃ ', 'The Beach of FalesÃ¡', 'The Beach of Falesa'];Stevenson;Robert Louis;Q7715970;8;329;1892;(['short story'], ['short story']);Gutenberg-US;the beach of falesa;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;robert louis stevenson;robert louis stevenson;1;100
THE_BEETLE_(NOVEL);['The Beetle'];Marsh;Richard;Q7716299;3;5164;1897;(['fantasy'], ['novel']);Gutenberg-US;the beetle (novel);lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;richard marsh;richard marsh;1;100
THE_BETH_BOOK;['The Beth Book'];Grand;Sarah;noWikiID;8;28088;1897;novel;Gutenberg-US;the beth book;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;sarah grand;sarah garland;0;91.66666667
THE_BICKERSTAFF_PAPERS;['The Bickerstaff Papers'];Swift;Jonathan;noWikiID;1;1090;1708;prose satire;Gutenberg-US;the bickerstaff papers;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;jonathan swift;jonathan swift;1;100
THE_BLACK_ARROW;['The Black Arrow'];Stevenson;Robert Louis;noWikiID;1;848;1888;children's book;Gutenberg-US;the black arrow;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;robert louis stevenson;robert louis stevenson;1;100
THE_BLACK_DWARF;['The Black Dwarf'];Scott;Walter;noWikiID;5;1460;1816;novel;Gutenberg-US;the black dwarf;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;walter scott;walter scott;1;100
THE_BLACK_PROPHET;['The Black Prophet', 'The Black Prophet,'];Carleton;William;noWikiID;9;16018;1846;novel;Gutenberg-US;the black prophet;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;william carleton;william morgan, , cartographer;0;85.5
THE_BODY-SNATCHER;['The Body-Snatcher'];Stevenson;Robert Louis;noWikiID;1;426;1884;;Gutenberg-US;the body-snatcher;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;robert louis stevenson;robert louis stevenson;1;100
THE_BOOK_OF_WONDER;['The Book of Wonder'];Plunkett;Edward;Q7719322;1;7477;1912;(['fantasy'], ['short story']);Gutenberg-US;the book of wonder;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;edward plunkett;edward flanders ricketts;0;85.5
THE_BRIDE_OF_LAMMERMOOR;['The Bride of Lammermoor'];Scott;Walter;Q2659725;11;471;1819;(['historical fiction'], ['novel']);Gutenberg-US;the bride of lammermoor;the bride of lammermoor;1;100;walter scott;walter scott;1;100
THE_BRITISH_BARBARIANS;['The British Barbarians'];Allen;Grant;noWikiID;1;4340;1895;novel;Gutenberg-US;the british barbarians;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;grant allen;marty grant two bulls;0;85.5
THE_BROWNIE_OF_BODSBECK;['The Brownie of Bodsbeck', 'Brownie of Bodsbeck'];Hogg;James;Q96408508;8;"40955; 41796";1818;novel;Gutenberg-US;the brownie of bodsbeck;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;james hogg;james hogg;1;100
THE_CANTERVILLE_GHOST;['The Canterville Ghost'];Wilde;Oscar;Q288020;2;14522;1887;(['historical novel'], ['short story']);Gutenberg-US;the canterville ghost;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;oscar wilde;oscar wilde;1;100
THE_CARVED_LIONS;['The Carved Lions'];Molesworth;Mary Louisa;Q7721468;1;39549;1895;([], ['novel']);Gutenberg-US;the carved lions;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;mary louisa molesworth;mary k. stohr;0;85.5
THE_CASTLE_OF_OTRANTO;['The Castle of Otranto', 'Otranto', 'Castle of Otranto'];Walpole;Horace;Q548576;74;696;1764;(['Gothic novel'], []);Gutenberg-US;the castle of otranto;the castle of otranto: a gothic story;1;90;horace walpole;horace walpole;1;100
THE_CASTLE_OF_WOLFENBACH;['The Castle of Wolfenbach', 'The Castle ofWolfenbach'];Parsons;Eliza;Q3520218;2;https://gutenberg.net.au/ebooks06/0606211h.html;1793;(['Gothic novel'], []);Gutenberg-AUS;the castle of wolfenbach;the castle;0;90;eliza parsons;james jerome parsons;0;85.5
THE_CASTLES_OF_ATHLIN_AND_DUNBAYNE;['The Castles of Athlin and Dunbayne', 'Castles of Athlin and Dunbayne'];Radcliffe;Ann;Q7721600;2;https://digital.library.upenn.edu/women/radcliffe/athlin/athlin.html;1789;(['Gothic fiction'], ['novel']);https://digital.library.upenn.edu;the castles of athlin and dunbayne;the castle;0;90;ann radcliffe;anthony radcliffe;0;86.66666667
THE_CAXTONS;['The Caxtons'];Bulwer-Lytton;Edward;Q16385244;1;7605;1849;([], ['novel']);Gutenberg-US;the caxtons;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;edward bulwer-lytton;edward burman;0;85.5
THE_CHANGELING;['The Changeling'];Besant;Walter;noWikiID;2;49035;1898;novel;Gutenberg-US;the changeling;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;walter besant;walter francis ballinger;0;85.5
THE_CHANNINGS_(NOVEL);['The Channings'];Wood;Ellen;Q7722115;1;9192;1862;([], ['novel']);Gutenberg-US;the channings (novel);lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;ellen wood;ellen von unwerth;0;85.5
THE_CHILDREN_OF_THE_ABBEY;['Children of the Abbey', 'The Children of the Abbey', 'The Children of the Abbey: A Tale'];Roche;Regina Maria;Q7722505;11;60174;1796;(['Gothic fiction'], ['novel']);Gutenberg-US;the children of the abbey;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;regina maria roche;daniel roche;0;85.5
THE_CHILDREN_OF_THE_NEW_FOREST;['The Children of the New Forest', 'In Children of the New Forest'];Marryat;Frederick;Q7722508;2;6471;1847;([], ['novel']);Gutenberg-US;the children of the new forest;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;frederick marryat;j. f. c fuller, (john frederick charles);0;85.5
THE_CHIMES;['The Chimes'];Dickens;Charles;Q3828573;1;653;1844;([], ['novella']);Gutenberg-US;the chimes;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;charles dickens;charles dickens;1;100
THE_CLAYHANGER;['Clayhanger', 'The Clayhanger'];Bennett;Arnold;noWikiID;6;21249;1910;novel;Gutenberg-US;the clayhanger;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;arnold bennett;arnold bennett;1;100
THE_CLEVER_WOMAN_OF_THE_FAMILY;['The Clever Woman of the Family'];Yonge;Charlotte;noWikiID;1;3292;1865;novel;Gutenberg-US;the clever woman of the family;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;charlotte yonge;charlotte young;0;93.33333333
THE_CLOISTER_AND_THE_HEARTH;['The Cloister and the Hearth'];Reade;Charles;Q7723455;4;1366;1861;(['historical fiction'], ['novel']);Gutenberg-US;the cloister and the hearth;earth;0;90;charles reade;charles reid;0;88
THE_COMING_OF_CUCULAIN;['The Coming of Cuculain'];O'Grady;Standish;noWikiID;1;5092;1894;novel;Gutenberg-US;the coming of cuculain;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;standish o'grady;sarah o'grady;0;75.86206897
THE_CONFESSIONS_OF_HARRY_LORREQUER;['Confessions of Harry Lorrequer', 'The Confessions of Harry Lorrequer'];Lever;Charles James;noWikiID;2;5240;1837;novel;Gutenberg-US;the confessions of harry lorrequer;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;charles james lever;charles bone;0;85.5
THE_CONSOLIDATOR;['The Consolidator'];Defoe;Daniel;Q60753482;1;7089;1705;novel;Gutenberg-US;the consolidator;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;daniel defoe;daniel defoe, ?;1;88.88888889
THE_COUNTRY_OF_THE_BLIND;['The Country of the Blind'];Wells;H. G.;Q823691;9;11870;1904;(['short story', 'science fiction'], ['short story']);Gutenberg-US;the country of the blind;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;h. g. wells;h. wells;1;95
THE_CRICKET_ON_THE_HEARTH;['The Cricket on the Hearth'];Dickens;Charles;Q825220;1;678;1845;([], ['novella']);Gutenberg-US;the cricket on the hearth;earth;0;90;charles dickens;charles dickens;1;100
THE_CROCK_OF_GOLD_(NOVEL);['The Crock of Gold'];Mackenzie;Thomas;Q7728134;6;1605;1912;([], ['novel']);Gutenberg-US;the crock of gold (novel);lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;thomas mackenzie;mack;0;90
THE_CROWN_OF_SUCCESS;['The Crown of Success'];Tucker;Charlotte Maria;noWikiID;2;25516;1889;children's book;Gutenberg-US;the crown of success;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;charlotte maria tucker;charlotte davies, (children's story writer);0;85.5
THE_DARK_FLOWER;['The Dark Flower'];Galsworthy;John;noWikiID;1;2192;1913;novel;Gutenberg-US;the dark flower;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;john galsworthy;john s cooper, (john steel);0;85.5
THE_DAYS_OF_AULD_LANGSYNE;['The Days of Auld Langsyne'];MacLaren;Ian;noWikiID;1;43726;1895;collection of stories;Gutenberg-US;the days of auld langsyne;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;ian maclaren;jan mclaren;0;86.95652174
THE_DEAD_SECRET;['The Dead Secret'];Collins;Wilkie;Q16934313;3;43092;1857;([], ['novel']);Gutenberg-US;the dead secret;the dead secret;1;100;wilkie collins;wilkie collins;1;100
THE_DEMI-GODS;['The Demi-Gods'];Stephens;James;noWikiID;1;46558;1914;narrative;Gutenberg-US;the demi-gods;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;james stephens;james stephenson;0;93.33333333
THE_DIARY_OF_A_NOBODY;['Diary of a Nobody', 'The Diary of a Nobody'];Grossmith/Grossmith;George/Weedon;Q864150;6;1026;1888;(['epistolary novel', 'comic novel'], []);Gutenberg-US;the diary of a nobody;the diary of a nobody;1;100;george/weedon grossmith/grossmith;rosie smith;0;75.78947368
THE_DOCTOR'S_WIFE_(MOORE_NOVEL);"[""The Doctor's Wife"", ""The Doctor' s Wife""]";Braddon;Mary Elizabeth;Q7730467;12;35485;1863;([], ['novel']);Gutenberg-US;the doctor's wife (moore novel);the doctor's wife;1;90;mary elizabeth braddon;mary k. stohr;0;85.5
THE_DUKE'S_CHILDREN;"[""The Duke's Children""]";Trollope;Anthony;Q7731161;2;3622;1879;([], ['novel']);Gutenberg-US;the duke's children;the duke's children;1;100;anthony trollope;anthony trollope;1;100
THE_DYNAMITER;['The Dynamiter'];Stevenson/Stevenson;Robert Louis/Fanny van de Grift;noWikiID;4;647;1885;collection of stories;Gutenberg-US;the dynamiter;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;robert louis/fanny van de grift stevenson/stevenson;robert glowacki;0;85.5
THE_EBB-TIDE;['The Ebb-Tide'];Stevenson/Osbourne;Robert Louis/Lloyd;Q4674957;1;1604;1894;(['adventure fiction'], ['novel']);Gutenberg-US;the ebb-tide;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;robert louis/lloyd stevenson/osbourne;robert glowacki;0;85.5
THE_EGOIST_(NOVEL);['The Egoist'];Meredith;George;Q7731638;3;1684;1879;([], ['novel']);Gutenberg-US;the egoist (novel);lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george meredith;george meredith;1;100
THE_EMIGRANTS_OF_AHADARRA;['The Emigrants of Ahadarra'];Carleton;William;noWikiID;1;16011;1847;novel;Gutenberg-US;the emigrants of ahadarra;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;william carleton;william morgan, , cartographer;0;85.5
THE_ENCHANTED_CASTLE;['The Enchanted Castle'];Nesbit;Edith;Q2920166;1;3536;1907;"([""children's novel""], [])";Gutenberg-US;the enchanted castle;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;edith nesbit;roy conyers nesbit;0;85.5
THE_ENTAIL;['The Entail'];Galt;John;noWikiID;8;44573;1823;novel;Gutenberg-US;the entail;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;john galt;john galt;1;100
THE_EUSTACE_DIAMONDS;['The Eustace Diamonds'];Trollope;Anthony;Q7732627;2;7381;1871;([], ['novel']);Gutenberg-US;the eustace diamonds;the eustace diamonds;1;100;anthony trollope;anthony trollope;1;100
THE_EVIL_GUEST;['The Evil Guest'];Sheridan Le Fanu;Joseph;noWikiID;1;10377;1851;novel;Gutenberg-US;the evil guest;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;joseph sheridan le fanu;joseph sheridan le fanu;1;100
THE_EXECUTOR;['The Executor'];Oliphant;Margaret;noWikiID;1;59759;1861;novel;Gutenberg-US;the executor;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;margaret oliphant;margaret lo;0;85.71428571
THE_EXPEDITION_OF_HUMPHRY_CLINKER;['The Expedition of Humphry Clinker', 'Humphry Clinker'];Smollett;Tobias;Q3203413;27;2160;1771;(['epistolary novel'], ['novel']);Gutenberg-US;the expedition of humphry clinker;the expedition of humphry clinker;1;100;tobias smollett;b b;0;85.5
THE_EXPERIENCES_OF_LOVEDAY_BROOKE,_LADY_DETECTIVE;['The Experiences of Loveday Brooke, Lady Detective'];Pirkis;Catherine Louisa;noWikiID;2;https://digital.library.upenn.edu/women/pirkis/brooke/brooke.html;1893;;https://digital.library.upenn.edu;the experiences of loveday brooke, lady detective;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;catherine louisa pirkis;catherine louis;0;90
THE_FAIR_JILT;['The Fair Jilt'];Behn;Aphra;Q18393398;3;29854;1688;novella;Gutenberg-US;the fair jilt;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;aphra behn;aphra behn;1;100
THE_FAIR_MAID_OF_PERTH;['The Fair Maid of Perth'];Scott;Walter;Q3209885;1;7987;1828;(['historical novel'], []);Gutenberg-US;the fair maid of perth;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;walter scott;walter scott;1;100
THE_FAIRCHILD_FAMILY;['The Fairchild Family'];Sherwood;Mary Martha;noWikiID;4;29725;1818;children's book;Gutenberg-US;the fairchild family;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;mary martha sherwood;mary k. stohr;0;85.5
THE_FALLEN_LEAVES_(BOOK);['The Fallen Leaves'];Collins;Wilkie;Q85807134;1;7894;1879;novel;Gutenberg-US;the fallen leaves (book);lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;wilkie collins;wilkie collins;1;100
THE_FATHER_AND_DAUGHTER;['The Father and Daughter'];Opie;Amelia;Q65052285;3;49621;1801;novel;Gutenberg-US;the father and daughter;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;amelia opie;frances amelia yates;0;85.5
THE_FEMALE_QUIXOTE;['The Female Quixote', 'Female Quixote'];Lennox;Charlotte;Q1404172;21;50054;1752;(['education novel', 'satirical fiction'], ['novel']);Gutenberg-US;the female quixote;the female quixote: or the adventures of arabella;1;90;charlotte lennox;charlotte davies, (children's story writer);0;85.5
THE_FIDDLER_OF_THE_REELS;['The Fiddler of the Reels'];Hardy;Thomas;Q2288667;1;3047;1893;([], ['short story']);Gutenberg-US;the fiddler of the reels;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;thomas hardy;thomas hardy;1;100
THE_FIGURE_IN_THE_CARPET;['The Figure in the Carpet'];James;Henry;Q3224800;1;645;1896;(['short story'], []);Gutenberg-US;the figure in the carpet;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;henry james;henry james;1;100
THE_FIRST_MEN_IN_THE_MOON;['The First Men in the Moon'];Wells;H. G.;Q1218232;3;52501;1901;(['romantic fiction', 'science fiction'], ['novel']);Gutenberg-US;the first men in the moon;the first men in the moon;1;100;h. g. wells;h. wells;1;95
THE_FIXED_PERIOD;['The Fixed Period'];Trollope;Anthony;Q7734312;1;27067;1882;(['futuristic fiction'], ['novel']);Gutenberg-US;the fixed period;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;anthony trollope;anthony trollope;1;100
THE_FOOD_OF_THE_GODS_AND_HOW_IT_CAME_TO_EARTH;['The Food of the Gods'];Wells;H. G. ;Q1215802;3;11696;1904;(['science fiction', 'romantic fiction'], ['novel']);Gutenberg-US;the food of the gods and how it came to earth;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;h. g.  wells;h. l mencken, (henry louis);0;85.5
THE_FOOL_OF_QUALITY;['The Fool of Quality', 'Fool of Quality'];Brooke;Henry;Q7734703;13;ECCO;1765;([], ['novel']);ECCO;the fool of quality;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;henry brooke;henry brook;0;95.65217391
THE_FORSYTE_SAGA;['The Forsyte Saga', 'Forsyte'];Galsworthy;John;Q735319;5;4397;1906;(['novel'], ['novel']);Gutenberg-US;the forsyte saga;the forsyte saga;1;100;john galsworthy;john s cooper, (john steel);0;85.5
THE_FORTUNES_OF_NIGEL;['The Fortunes of Nigel'];Scott;Walter;Q3230799;2;5950;1822;(['historical novel'], []);Gutenberg-US;the fortunes of nigel;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;walter scott;walter scott;1;100
THE_FROZEN_DEEP;['The Frozen Deep'];Collins;Wilkie;Q7735382;2;1625;1866;novel;Gutenberg-US;the frozen deep;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;wilkie collins;wilkie collins;1;100
THE_GENTLEMAN;['The Gentleman'];Ollivant;Alfred;noWikiID;2;8396;1908;novel;Gutenberg-US;the gentleman;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;alfred ollivant;alfred weidinger, compiler;0;85.5
THE_GOLDEN_AGE;['The Golden Age'];Grahame;Kenneth;noWikiID;1;291;1895;collection of stories;Gutenberg-US;the golden age;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;kenneth grahame;kenneth grahame;1;100
THE_GOLDEN_BOWL;['The Golden Bowl'];James;Henry;Q1248585;5;4264;1904;(['novel'], ['novel']);Gutenberg-US;the golden bowl;the golden bowl;1;100;henry james;henry james;1;100
THE_GORILLA_HUNTERS;['The Gorilla Hunters'];Ballantyne;R. M. ;Q17015740;1;21736;1861;([], ['novel']);Gutenberg-US;the gorilla hunters;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;r. m.  ballantyne;w. r. owens;0;85.5
"THE_GOVERNESS;_OR,_THE_LITTLE_FEMALE_ACADEMY";"['The Governess; or, the Little Female Academy', 'The Governess; or Little Female Academy', 'The Governess', 'The Daily Governess']";Fielding;Sarah;Q7737400;12;1905;1749;([], ['novel']);Gutenberg-US;"the governess; or, the little female academy";lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;sarah fielding;sarah cooper, (writer on leadership), creator;0;85.5
THE_GREAT_GOD_PAN;['The Great God Pan'];Machen;Arthur;Q1394704;6;389;1894;(['horror novel'], ['novella']);Gutenberg-US;the great god pan;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;arthur machen;arthur machen;1;100
THE_GREAT_TABOO;['The Great Taboo'];Allen;Grant;noWikiID;1;13876;1890;novel;Gutenberg-US;the great taboo;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;grant allen;marty grant two bulls;0;85.5
THE_GREAT_WAR_IN_ENGLAND_IN_1897;['The Great War in England in 1897'];Le Queux;William;Q7737983;1;37470;1894;([], ['novel']);Gutenberg-US;the great war in england in 1897;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;william le queux;william morgan, , cartographer;0;85.5
THE_GREEN_CARNATION;['The Green Carnation', 'The Green Carnation strongly'];Hichens;Robert;Q7738140;2;24499;1894;(['LGBT-related literature'], ['novel']);Gutenberg-US;the green carnation;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;robert hichens;robert gould, (photographer);0;85.5
THE_GRIM_SMILE_OF_THE_FIVE_TOWNS;['The Grim Smile of the Five Towns'];Bennett;Arnold;Q24255934;1;4734;1907;([], ['short story']);Gutenberg-US;the grim smile of the five towns;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;arnold bennett;arnold bennett;1;100
THE_HAPPY_PRINCE_AND_OTHER_TALES;['Short Story', 'The Short Story', 'The Happy Prince and Other Tales', 'The Happy Prince', 'The Nightingale and the Rose'];Wilde;Oscar;Q797466;7;30120;1888;children's book;Gutenberg-US;the happy prince and other tales;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;oscar wilde;oscar wilde;1;100
THE_HAUNTED_HOUSE;['The Haunted House'];Dickens;Charles;Q6073289;1;ebooks@adelaide;1859;(['novel'], ['short story']);ebooks@adelaide;the haunted house;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;charles dickens;charles dickens;1;100
