title;Athenaeum
The Social System of Convict Management 632 (December 7,1839);1
"Society for the Diffusion of Useful Knowledge: Circular addressed to Members of the Committee, and to Members of Local Committees; in reply to a Statement by James Rennie 355 (August 16,1834)";1
Society in a Garrison Town 2156 (February 20,1869);1
Society in India 701 (April 3,1841);1
The Society of Friends 1315 (January 8,1853);1
The Society of Friends 1674 (November 26,1859);1
Socrates and the Socratic Schools 2118 (May 30,1868);1
Sod: the Mysteries of Adoni 1755 (June 15,1861);1
Softness 760 (May 21,1842);1
Soi-Meme 2164 (April 17,1869);1
Soirees de Constantinople. Second edition 2210 (March 5,1870);1
The Sojourn of a Sceptic in the Land of Darkness 1029 (July 17,1847);1
The Solace of a Solitaire 2152 (January 23,1869);1
The Solar System as it is, not as it is represented 1551 (July 18,1857);1
The Solar System truly Solved 1128 (June 9,1849);1
The Solar System 1302 (October 9,1852);1
The Soldier of Fortune 843 (December 23,1843);1
Soldiering in Sunshine and Storm 1948 (February 25,1865);1
Soldierly Discipline 1152 (November 24,1849);1
Soldiers and Sailors, in Peace as in War 1428 (March 10,1855);1
The Soldiers of the Cross 1235 (June 28,1851);1
The Soldier's Pocket-Book for Field Service 2196 (November 27,1869);1
The Soldier's Sorrow 1775 (November 2,1861);1
Solitary Hours 335 (March 29,1834);1
Solitary Moments 662 (July 4,1840);1
Solitary Rambles and Adventures of a Hunter in the Prairies 1339 (June 25,1853);1
The Solitary 200 (August 26,1831);1
Solitude 352 (July 26,1834);1
The Solitudes of Nature and of Man 2077 (August 17,1867);1
Solomon See-Saw 609 (June 29,1839);1
A Solution of the Portentous Enigima of Modern Civilization now perplexing Republicans as well as Monarchs with Fear of Change 1116 (March 17,1849);1
Solutions of the Cambridge Problems for 1840 - 1841 746 (February 12,1842);1
Solwan 1307 (November 13,1852);1
Sombre Woods and Yellow Downs 1542 (May 16,1857);1
Some Account of Cretinism 817 (June 24,1843);1
Some Account of Domestic Architecture in England, from Edward I. to Richard II. 1342 (July 16,1853);1
Some Account of Domestic Architecture in England, from the Conquest to the End of the Thirteenth Century 1231 (May 31,1851);1
Some Account of English Deer Parks, with Notes on the Management of Deer 2072 (July 13,1867);1
Some Account of Gothic Architecture in Spain 1951 (March 18,1865);1
Some Account of Mrs. Clarinda Singlehart 1436 (May 5,1855);1
Some Account of the African Remittent Fever 822 (July 29,1843);1
Some Account of the Ancient Borough Town of Plympton St. Maurice, or Plympton Earl 1696 (April 28,1860);1
Some Account of the Animal, Vegetable, and Mineral Kingdoms 1081 (July 15,1848);1
Some Account of the Art of Photogenic Drawing, or the Process by which Natural Objects may be made to delineate themselves without the aid of the Artist's Pencil. Original article 589 (February 9,1839);1
Some Account of the Church in the Apostolic Age 2067 (June 8,1867);1
Some Account of the Citizens of London and their Rules from 1360 to 1867 2112 (April 18,1868);1
Some Account of the Early Celtic Church and the Mission of St. Columba 2065 (May 25,1867);1
Some Account of the English Stage from the Restoration in 1660 to 1830 312 (October 19,1833);1
Some Account of the Falkland Islands 654 (May 9,1840);1
Some Account of the Family of Dennistoun of Colgrain 1682 (January 21,1860);1
Some Account of the Family of Smollett of Bonhill 1682 (January 21,1860);1
Some Account of the late Amos Ogden of Middleton 1332 (May 7,1853);1
Some Account of the Life and Opinions of a Fifth-Monarchy-Man, chiefly extracted from the Writings of John Rogers, Preacher 2053 (March 2,1867);1
Some Account of the Life and Opinions of Charles, Second Earl Grey 1749 (May 4,1861);1
Some Account of the Life and Times of Hans Holbein, Painter, of Augsburg 2053 (March 2,1867);1
Some Account of the Orgin and Objects of the New Oxford Examinations for the Title of Associate in Acts and Certificates. For the Year 1858 1583 (February 27,1858);1
Some Account of the Worshipful Company of Grocers of the City of London 154 (October 9,1830);1
Some Aspects of the Reformation 2170 (May 29,1869);1
Some Further Portions of the Diary of Lady Willoughby 1052 (December 25,1847);1
Some Glimpses into Life in the Far East 1895 (February 20,1864);1
Some Habits and Customs of the Working Classes. By a Journeyman Engineer 2059 (April 13,1867);1
Some Loose Leaves from my Portfolio 786 (November 19,1842);1
Some Meditations and Prayers 960 (March 21,1846);1
Some Memoirs of the Life of John Roberts 335 (March 29,1834);1
Some Memorials of John Hampden, his Party and his Times. New edition 1415 (December 9,1854);1
Some Memorials of John Hampden, his Party, and his Times 218 (December 31,1831);1
Some Memorials of Renee of France, Duchess of Ferrara 1664 (September 17,1859);1
Some Memorials of Renn Dickson Hampden, Bishop of Hereford 2259 (February 11,1871);1
Some new Views respecting Asiatic Cholera 1099 (November 18,1848);1
Some Notes of a Tour in England, Scotland, and Ireland 1156 (December 22,1849);1
Some Observations on Organic Alterations of the Heart 996 (November 28,1846);1
Some of My Bush Friends in Tasmania 1680 (January 7,1860);1
Some Passages from Modern History 1078 (June 24,1848);1
Some Points of the Education Question 1795 (March 22,1862);1
Some Precedents and Records, to aid Inquiry as to the Hindu Will of Bengal 2259 (February 11,1871);1
Some Remarks on the Alpine Passes of Strabo 1017 (April 24,1847);1
Some Revelations in Irish History 2240 (October 1,1870);1
Some Suggestions for the Formation of a System of general Emigration, &c. 1100 (November 25,1848);1
Some Thoughts on the Inspiration of the Holy Scriptures 1946 (February 11,1865);1
Some Years After: a Tale 1661 (August 27,1859);1
Somersetshire Archaeological and Natural History Society. Proceedings during the Year 1854 1463 (November 10,1855);1
Somersetshire Archaeological and Natural History Society. Volume IV 1532 (March 7,1857);1
Something New 1859 (June 13,1863);1
Something of Italy 1829 (November 15,1862);1
Something on Ruskinism 1229 (May 17,1851);1
Something to Laugh at 1429 (March 17,1855);1
Somnambulism 933 (September 13,1845);1
Son and Heir 1923 (September 3,1864);1
A Son of the Soil 2015 (June 9,1866);1
Song-Birds, and How to Keep them 1781 (December 14,1861);1
"A Song of Caedmon; and other Poems 2290 (September 16,1871)";1
The Song of Hiawatha 1463 (November 10,1855);1
The Song of Hiawatha 1569 (November 21,1857);1
A Song of Italy 2058 (April 6,1867);1
The Song of Milkanwatha 1506 (September 6,1856);1
"The Song of Roland, as Chanted before the Battle of Hastings; translated by the author of ""Emilia Wyndham"" 1369 (January 21,1854)";1
Song of Songs 1583 (February 27,1858);1
The Song of the Cat 1606 (August 7,1858);1
"Song-Tide; and other Poems 2278 (June 24,1871)";1
Song without Rhyme 753 (April 2,1842);1
"Songs and Ballads; by Charles Swain 2114 (May 2,1868)";1
"Songs and Ballads; by John James Lonsdale 2095 (December 21,1867)";1
"Songs and Ballads; by Samuel Lover 597 (April 6,1839)";1
Songs and Ballads for the People 815 (June 10,1843);1
The Songs and Ballads of Cumberland 2013 (May 26,1866);1
The Songs and Ballads of Uhland 1961 (May 27,1865);1
"Songs and Poems; by Charles Mackay 330 (February 22,1834)";1
"Songs and Poems; by Michael Constable 1111 (February 10,1849)";1
"Songs and Poems; by Mr. Netherby 1979 (September 30,1865)";1
"Songs and Poems; by the Rev. John Skinner, author of ""Tullochgorum"" 1663 (September 10,1859)";1
"Songs and Poems; by Thomas Newbigging 1589 (April 10,1858)";1
"Songs and Poems; by Thomas Tod Stoddart 606 (June 8,1839)";1
The Songs and Small Poems of the Holy Scriptures 1393 (July 8,1854);1
"Songs and Verses; by G. J. Whyte-Melville 2183 (August 28,1869)";1
Songs, Ballads, and Skellig Lists (881);1
Songs, Ballads, Etc 941 (November 8,1845);1
Songs before Sunrise 2255 (January 14,1871);1
Songs by a Song-Writer 1641 (April 9,1859);1
"Songs; by Mr. Park 1063 (March 11,1848)";1
Songs Controversial 1515 (November 8,1856);1
Songs for the Times 1559 (September 12,1857);1
Songs in Many Keys 1793 (March 8,1862);1
Songs in the Night 1858 (June 6,1863);1
Songs, Madrigal, and Sonnets 1106 (January 6,1849);1
Songs of a Wayfarer 2190 (October 16,1869);1
The Songs of Beethoven, with the Original Text 1645 (May 7,1859);1
Songs of Early Spring 1624 (December 11,1858);1
Songs of Early Summer 1510 (October 4,1856);1
Songs of Evening 1863 (July 11,1863);1
The Songs of (Ireland);1
The Songs of James Hogg, the Ettrick Shepherd. Second notice 168 (January 15,1831);1
The Songs of James Hogg, the Ettrick Shepherd 166 (January 1,1831);1
Songs of Labour and Domestic Life 1744 (March 30,1861);1
"Songs of Labour; Northamptonshire Rambles, and other Poems 1737 (February 9,1861)";1
Songs of Life and Labour 1916 (July 16,1864);1
Songs of Life 2197 (December 4,1869);1
Songs of Love and Brotherhood 1906 (May 7,1864);1
Songs of Love and Death 1962 (June 3,1865);1
Songs of my Leisure Hours 1797 (April 5,1862);1
Songs of my Summer Time 1923 (September 3,1864);1
The Songs of Scotland adapted to their Appropriate Melodies 1498 (July 12,1856);1
Songs of Switzerland 299 (July 20,1833);1
The Songs of the Birds 925 (July 19,1845);1
Songs of the Cavaliers and Roundheads, Jacobite Ballads, Etc, Etc 1535 (March 28,1857);1
Songs of the Covenant Times 1742 (March 16,1861);1
Songs of the Holy Land 1063 (March 11,1848);1
Songs of the People 2084 (October 5,1867);1
Songs of the Present 1391 (June 24,1854);1
Songs of the Press, and other Poems, relative to the Art of Printing 308 (September 21,1833);1
Songs of the Sierras 2275 (June 3,1871);1
Songs of the Sword 754 (April 9,1842);1
The Songstresses of Scotland 2280 (July 8,1871);1
"Sonnets; and other Poems. By Sigma 1857 (May 30,1863)";1
"Sonnets; and other Poems. By W., E. H. 1899 (March 19,1864)";1
"Sonnets, and other Short Poems; by Samuel Hinds 367 (November 8,1834)";1
"Sonnets; by Edward Moxon 285 (April 13,1833)";1
"Sonnets; by James Cochrane 1364 (December 17,1853)";1
"Sonnets; by John Hurrey 322 (December 28,1833)";1
"Sonnets; by Lady Emmeline Stuart Wortley 635 (December 28,1839)";1
"Sonnets; by Rev. Charles Turner 1917 (July 23,1864)";1
"Sonnets; by Sir John Hanmer 686 (December 19,1840)";1
"Sonnets; by the Rev. John Eagles 1605 (July 31,1858)";1
Sonnets composed on Various Subjects and Occasions 956 (February 21,1846);1
The Sonnets of Shakespeare Solved 2213 (March 26,1870);1
The Sonnets of Shakspeare and Milton 160 (November 20,1830);1
The Sonnets of William Shakespeare re-arranged and divided into Four Parts 1674 (November 26,1859);1
The Sonnets of William Shakspere 1814 (August 2,1862);1
Sonnets on Anglo-Saxon History 1421 (January 20,1855);1
Sonnets on the War 1420 (January 13,1855);1
Sonnets on Various Subjects 1377 (March 18,1854);1
"Sonnets, Reflective and Descriptive; by Lord Robertson 1432 (April 7,1855)";1
Sons of Strength, Wisdom, Patience: Samson, Solomon, Job 1740 (March 2,1861);1
"The Sons of the Sires; by an American 1451 (August 18,1855)";1
The Sons of the Soil 644 (February 29,1840);1
Sooner or Later 2038 (November 17,1866);1
Sooner or Later 2099 (January 18,1868);1
Sophie Arnould, from her Correspondence and Unpublished Memoirs 1592 (May 1,1858);1
Sophisms of Free Trade and Popular Political Economy examined 1160 (January 19,1850);1
The Sophistes of Plato 2115 (May 9,1868);1
The Sophistry of Empiricism 1360 (November 19,1853);1
Sophocles. The Ajax 2108 (March 21,1868);1
Sophocles 2056 (March 23,1867);1
Sophy Laurie 1981 (October 14,1865);1
The Sorceress 1839 (January 24,1863);1
Sordello 657 (May 30,1840);1
Sore Throat 1774 (October 26,1861);1
Sorrow, Aspirations, and Legends, from India 1613 (September 25,1858);1
Sorrow on the Sea 2114 (May 2,1868);1
Sorrow 1809 (June 28,1862);1
The Sorrowful Ending of Noodle Doo 1935 (November 26,1864);1
The Sorrows of Gentility 1492 (May 31,1856);1
The Sorrows of Hypsipyle 2072 (July 13,1867);1
The Sorrows of the Street 1425 (February 17,1855);1
La Soubrette 945 (December 6,1845);1
The Soul in Nature 1289 (July 10,1852);1
The Soul of Things 1871 (September 5,1863);1
Sound and its Phenomena 1411 (November 11,1854);1
Soundings from the Atlantic 1895 (February 20,1864);1
Soups 2041 (December 8,1866);1
Sources of the Mediaeval History of Germany 2072 (July 13,1867);1
The Sources of the Nile 1715 (September 8,1860);1
The South African Controversy in its Relations to the Church of England 2085 (October 12,1867);1
South American Sketches 1867 (August 8,1863);1
The South as It Is 1854 (May 9,1863);1
South Australia. Third Edition 609 (June 29,1839);1
South Australia and its Mines 972 (June 13,1846);1
South Australia 1074 (May 27,1848);1
South Australia 2026 (August 25,1866);1
The South of France 1677 (December 17,1859);1
The South of Ireland in 1850 1218 (March 1,1851);1
The South Sea Islanders 760 (May 21,1842);1
The South Sea People and Christendom 932 (September 6,1845);1
The South Vindicated 1824 (October 11,1862);1
Southennan 139 (June 26,1830);1
Southern Africa 1506 (September 6,1856);1
The Southern Cross and Southern Crown 1440 (June 2,1855);1
Southern Generals, Who they Are, and What they have Done 1968 (July 15,1865);1
Southern Italy as it is now 1367 (January 7,1854);1
Southern Lights and Shadows 1643 (April 23,1859);1
The Southern Settlements of New Zealand 1132 (July 7,1849);1
The Southern States since the War 2300 (November 25,1871);1
Southern Wealth and Northern Profits 1752 (May 25,1861);1
Southey's Common-Place Book. Fourth Series 1215 (February 8,1851);1
Southey's Commonplace Book 1150 (November 10,1849);1
Southward Ho! 2143 (November 21,1868);1
Southwold and its Vicinity, Ancient and Modern 647 (March 21,1840);1
Southwold 1648 (May 28,1859);1
A Souvenir of the Mechlin Exhibition of Christian Art 2016 (June 16,1866);1
Souvenirs de la Marquise de Crequi, 1710 a 1800 346 (June 14,1834);1
Souvenirs d'Orient 304 (August 24,1833);1
Souvenirs Intimes sur M. de Talleyrand 2228 (July 9,1870);1
Sowing the Good Seed 2291 (September 23,1871);1
Sowing the Wind 2054 (March 9,1867);1
Soyer's Culinary Campaign 1559 (September 12,1857);1
Space for Every Man 1181 (June 15,1850);1
Spain and her Progressive Development 1339 (June 25,1853);1
Spain, as It Is 1252 (October 25,1851);1
Spain: her Institutions, Politics and Public Men 1367 (January 7,1854);1
Spain in 1830. Second notice 190 (June 18,1831);1
Spain in 1830. Third notice 191 (June 25,1831);1
Spain in 1830 189 (June 11,1831);1
Spain, its position and Evangelization 1368 (January 14,1854);1
The Spain of the Present Day 1898 (March 12,1864);1
Spain, Tangier, Etc, visited in 1840 and 1841 921 (June 21,1845);1
"Spain under Charles the Second; or Extracts from the Correspondence of the Hon. Alexander Stanhope, British Minister at Madrid, 1690 - 1699. From the Originals at Chevening 640 (February 1,1840)";1
Spain Yesterday and Today 359 (September 13,1834);1
Ein Spanischer Romanzenstrauss. - Klange aus Andalusien 2046 (January 12,1867);1
The Spanish Barber 2196 (November 27,1869);1
The Spanish Brothers 2253 (December 31,1870);1
The Spanish Conguest in America, and its Relation to the History of Slavery and to the Government of Colonies. Volumes I and II 1447 (July 21,1855);1
The Spanish Conquest in America. Volume III 1533 (March 14,1857);1
The Spanish Drama: Lope de Vega and Calderon 994 (November 14,1846);1
The Spanish Gypsy: a Poem 2121 (June 20,1868);1
Spanish Legends 712 (June 19,1841);1
The Spanish Mother 2191 (October 23,1869);1
Spanish Papers and other Miscellanies, hitherto Unpublished or Uncollected 2044 (December 29,1866);1
The Spanish Protestants, and their Persecution by Philip the Second 1226 (April 26,1851);1
The Spanish Rake 1196 (September 28,1850);1
Spanish Tours and Spanish Pictures 2256 (January 21,1871);1
Sparks from a Locomotive 1662 (September 3,1859);1
Sparks's Life of Washington 586 (January 18,1839);1
The Sparrowgrass Papers 1508 (September 20,1856);1
The Sparrowgrass Papers 1988 (December 2,1865);1
The Spas of Belgium, Germany, Switzerland, France and Italy 2068 (June 15,1867);1
The Spas of England, and Principal Sea-Bathing Places 695 (February 20,1841);1
The Spas of Europe 1828 (November 8,1862);1
The Spas Revisited 837 (November 11,1843);1
"The Speaker at Home. Chapters on Extempore and Memoriter Speaking, Lecturing, and Reading Aloud. And on the Physiology of Speech; by W. H. Stone 1674 (November 26,1859)";1
Species Filicum. Parts I and II 923 (July 5,1845);1
Species not Transmutable, nor the Result of Secondary Causes: Being a Critical Examination of Mr. Darwin's Work 1723 (November 3,1860);1
Specimen Articles of the New American Cyclopaedia 1771 (October 5,1861);1
Specimen of a New Translation of Homer 1667 (October 8,1859);1
Specimens from Schiller and Uhland 1081 (July 15,1848);1
Specimens from the Dutch Poets, with Original Poems 1613 (September 25,1858);1
Specimens of Cornish Provincial Dialect 962 (April 4,1846);1
Specimens of Early English, selected from the chief English Authors, A.D. 1250 - A.D. 1400 2051 (February 16,1867);1
Specimens of English Sonnets 308 (September 21,1833);1
Specimens of Old Indian Poetry 1286 (June 19,1852);1
Specimens of Swedish and German Poetry 1087 (August 26,1848);1
Specimens of Tables 1545 (June 6,1857);1
Specimens of the Drawings of Ten Masters from the Royal Collection at Windsor Castle 2231 (July 30,1870);1
Specimens of the Early Native Poetry of Ireland 1008 (February 20,1847);1
Specimens of the Popular Poetry of Persia, and the Songs of the People inhabiting the Shores of the Caspian Sea 775 (September 3,1842);1
"Specimens, Poetical and Critical; by the Very Rev. William Alexander 2066 (June 1,1867)";1
Spectropia 1889 (January 9,1864);1
Spectrum Analysis 2175 (July 3,1869);1
Speculation 341 (May 10,1834);1
"The Speculations on Metaphysics, Polity, and Morality of ""The Old Philosopher"" Lau-Tsze 2166 (May 1,1869)";1
Speculations on the former Topography of Liverpool and the Neighbourhood 2267 (April 8,1871);1
Speculative Dictionary 154 (October 9,1830);1
Speculum Humanae Salvationis: the Oldest Monument of Block-printing and Typography in Combination 1797 (April 5,1862);1
The Speculum: its Moral Tendencies 1567 (November 7,1857);1
The Speech delivered in the House of Peers, on Thursday, Dec. 2, 1830, by Henry Baron Brougham and Vaux, Lord High Chancellor of Great Britain 163 (December 11,1830);1
Speech for the Defendant in the Prosecution of Queen U. Moxon, for the publication of Shelley's Work 733 (November 13,1841);1
Speech in the House of Lords, on 26th April 1853 1353 (October 1,1853);1
The Speech of Cicero for Aulus Cluentius Habitus with Prolegomena and Notes 1583 (February 27,1858);1
Speech of Colonel Sykes 1696 (April 28,1860);1
Speech of the Hon. Henry Clay, in the Senate of the United States, on the Subject of Abolition Petitions, Feb. 7th, 1839. Two notices 612 (July 20,1839);1
Speech of the Lord Chancellor on the Revision of the Law 1863 (July 11,1863);1
The Speech of Viscount Palmerston in reply to the Motion of Lord George Bentinck, M. P., &c. 1100 (November 25,1848);1
Speech on the Land Question 2210 (March 5,1870);1
Speeches and Addresses, chiefly on the Subject of British-American Union 1969 (July 22,1865);1
The Speeches and Public Letters of the Hon. Joseph Howe 1631 (January 29,1859);1
Speeches at the Bar and in the Senate by the Right Hon. Wm. Conyngham 1496 (June 28,1856);1
Speeches by Richard Cobden 2223 (June 4,1870);1
Speeches from Thucydides 2227 (July 2,1870);1
Speeches in favour of an Extension of Copyright 641 (February 8,1840);1
Speeches, Lectures and Letters 1922 (August 27,1864);1
Speeches of Eminent British Statesmen during the Thirty-nine Years' Peace. Second Series 1524 (January 10,1857);1
Speeches of Eminent British Statesmen during the Thirty-nine Years' Peace 1434 (April 21,1855);1
The Speeches of the Duke of Wellington in Parliament 1368 (January 14,1854);1
Speeches of the Earl of Shaftesbury 2120 (June 13,1868);1
Speeches of the Managers and Counsel in the Trial of Warren Hastings. Volume I 1643 (April 23,1859);1
Speeches of the Managers and Counsel in the Trial of Warren Hastings. Volume II 1704 (June 23,1860);1
Speeches of the Right Hon. T. B. Macaulay 1365 (December 24,1853);1
Speeches of the Right Hon. T. B. Macaulay 1384 (May 6,1854);1
Speeches on Parliamentary Reform in 1866. Second edition 2054 (March 9,1867);1
Speeches on Questions of Public Policy 2134 (September 19,1868);1
Speeches, Parliamentary and Miscellaneous 1345 (August 6,1853);1
Spelling by (Dictation);1
Spelling turned Etymology. Part I 1294 (August 14,1852);1
Spencer and the Faery Queen 1037 (September 11,1847);1
Spence's Mathematical Essays 675 (October 3,1840);1
Spenser and his Poetry 955 (February 14,1846);1
Spinal Debility 1784 (January 4,1862);1
Spindrift 2059 (April 13,1867);1
The Spinster at Home 901 (February 1,1845);1
"The Spinsters of Sandham; by One of Themselves 2100 (January 25,1868)";1
The Spirit and Objects of Ancient and Modern Legislation 339 (April 26,1834);1
The Spirit and Scope of Education in promoting the Well-Being of Society 1262 (January 3,1852);1
The Spirit Controversy 2193 (November 6,1869);1
The Spirit Disembodied 2070 (June 29,1867);1
Spirit Drawings 1576 (January 9,1858);1
Spirit of Chambers's Journal 351 (July 19,1834);1
The Spirit of German Poetry 948 (December 27,1845);1
The Spirit of Home 1603 (July 17,1858);1
The Spirit of Praise 2043 (December 22,1866);1
The Spirit of the Hebrew Poetry 1775 (November 2,1861);1
The Spirit of the Holly 1473 (January 19,1856);1
The Spirit of the Nation 831 (September 30,1843);1
The Spirit of the Vatican 939 (October 25,1845);1
The Spirit of Travel 1539 (April 25,1857);1
The Spirit 1141 (September 8,1849);1
Spiritual Alchemy 1259 (December 13,1851);1
Spiritual Honey from Natural Hives 371 (December 6,1834);1
Spiritual Philosophy: founded on the Teaching of the late Samuel Taylor Coleridge 2022 (July 28,1866);1
Spiritual Wives 2099 (January 18,1868);1
Spiritualism, and the Age we live in 1685 (February 11,1860);1
Spiritualism 1904 (April 23,1864);1
Spoon and Sparrow 1782 (December 21,1861);1
Sport and its Pleasure, Physical and Gastronomical 1632 (February 5,1859);1
Sport and its Pleasures, Physical and Gastronomical 2142 (November 14,1868);1
Le Sport at Baden: a Picture of Watering-place Life and Manners 1922 (August 27,1864);1
Sport in Norway, and Where to Find It 1891 (January 23,1864);1
Sporting Adventures in the New World 1458 (October 6,1855);1
Sporting Days 2022 (July 28,1866);1
Sporting Excursions in the Rocky Mountains 636 (January 4,1840);1
Sporting in both Hemispheres 1576 (January 9,1858);1
Sporting Incidents in the Life of another Tom Smith, Master of Foxhounds 2056 (March 23,1867);1
The Sporting Rifle and its Projectiles 1894 (February 13,1864);1
Sporting Scenes amongest the Kaffirs of South Africa 1580 (February 6,1858);1
Sporting Sketches and Country Characters 686 (December 19,1840);1
The Sporting World 1573 (December 19,1857);1
The Sportman's Friend in a Frost 1525 (January 17,1857);1
Sports and Sportsmen 2012 (May 19,1866);1
The Sportsman and Naturalist in Canada 2023 (August 4,1866);1
The Sportsman in Canada 918 (May 31,1845);1
The Sportsman in Ireland 660 (June 20,1840);1
A Sportsman's Stories 1606 (August 7,1858);1
The Sportsmen in France 696 (February 27,1841);1
"The Spring; a Collection of Poems 1201 (November 2,1850)";1
Spring and Autumn 1965 (June 24,1865);1
Spring and Flower of the Spanish Romances 1515 (November 8,1856);1
A Spring and Summer in Lapland 1895 (February 20,1864);1
Spring Comedies 2273 (May 20,1871);1
Spring (Flowers);1
A Spring Holiday in Italy 1979 (September 30,1865);1
A Spring in the Canterbury Settlement 1331 (April 30,1853);1
"A Spring-Morning's Dream; with Somniloquence 1744 (March 30,1861)";1
"Spring Songs; by a West Highlander 1960 (May 20,1865)";1
Spring Songs, Lyrics, and Australian Melodies 1999 (February 17,1866);1
Spring-time with the Poets 2014 (June 2,1866);1
Spring Time 2095 (December 21,1867);1
Spring Wild (Flowers);1
Springdale Abbey 2106 (March 7,1868);1
The Springs of Plynlimmon, a Poem 340 (May 3,1834);1
The Squire: a Biographic Sketch 1740 (March 2,1861);1
Squire Arden 2280 (July 8,1871);1
The Squire of Chapel Daresfield 2126 (July 25,1868);1
Squires and Parsons 1704 (June 23,1860);1
The Squire's Daughter 970 (May 30,1846);1
The Squires of Brudenell 2235 (August 27,1870);1
The Sraddha, the Keystone of the Brahminical, Buddhistic, and Arian Religions 1555 (August 15,1857);1
St. Abe and his Seven Wives 2304 (December 23,1871);1
St. Agnes' Bay 1924 (September 10,1864);1
St. Bartholomew's Day 1506 (September 6,1856);1
St. Bede's 2213 (March 26,1870);1
St. Beetha's 1991 (December 23,1865);1
St. Bernardine: a Dramatic Poem 1809 (June 28,1862);1
St. Clement of Rome. The Two Epistles to the Corinthians 2189 (October 9,1869);1
St. Clement's Eve 1803 (May 17,1862);1
St. Ethelberht 1196 (September 28,1850);1
St. Etienne 901 (February 1,1845);1
St. Eustace 1561 (September 26,1857);1
St. George's Key 2147 (December 19,1868);1
St. Knighton's Keive: a Cornish Tale 1917 (July 23,1864);1
The St. Lawrence and the Sanquenay 1525 (January 17,1857);1
"St. Leger; or the Threads of Life 1160 (January 19,1850)";1
St. Louis and Henry the Fourth 1429 (March 17,1855);1
St. Martin's Eve 2006 (April 7,1866);1
"St. Mary Magdalene; and other Poems 2256 (January 21,1871)";1
St. Michael's Priory 2260 (February 18,1871);1
St. Olave's 1846 (March 14,1863);1
St. Pancras 2225 (June 18,1870);1
St. Patrick, Apostle of Ireland in the Third Century 2078 (August 24,1867);1
St. Patrick, Apostle of Ireland 1887 (December 26,1863);1
St. Patrick, the Missionary of Ireland 2088 (November 2,1867);1
St. Patrick 2121 (June 20,1868);1
St. Patrick's Eve 915 (May 10,1845);1
St. Patrick's Ruction 2127 (August 1,1868);1
St. Paul and his Localities in their Past and Present Condition 1492 (May 31,1856);1
St. Paul and Protestantism 2221 (May 21,1870);1
St. Paul's Epistle to the Galatians 2039 (November 24,1866);1
St. Paul's Epistle to the Philippians 2129 (August 15,1868);1
St. Petersburgh. Two notices 757 (April 30,1842);1
St. Roche 1046 (November 13,1847);1
St. Sylvester's Day 1018 (May 1,1847);1
"St. Thomas a Becket; and other Poems 1953 (April 1,1865)";1
St. Winifred's 1835 (December 27,1862);1
Der Staatsstreich vom 2 December, 1851, und seine Ruckwirkung auf Europa 2231 (July 30,1870);1
Stable Secrets 1848 (March 28,1863);1
The Stacions of Rome. The Pilgrim's Sea Voyage. Clene Maydenhood 2069 (June 22,1867);1
Staff College Essays 2240 (October 1,1870);1
The Staff Surgeon 1972 (August 12,1865);1
The Stage and the Company 1584 (March 6,1858);1
The Stage and the Press. Number 1. 1282 (May 22,1852);1
The Stage Coach 826 (August 26,1843);1
The Stage of 1871 2286 (August 19,1871);1
Stage Reminiscences 2050 (February 9,1867);1
The Stage 662 (July 4,1840);1
Stamboul, and the Sea of Gems 1313 (December 25,1852);1
Stammering and Stuttering 1756 (June 22,1861);1
The Stamp and Tax Office Manual 1791 (February 22,1862);1
The Standard Animal Physiology. Part I 2290 (September 16,1871);1
The Standard Arithmetical Copybook 2020 (July 14,1866);1
The Standard Grammatical Spelling-Book 2109 (March 28,1868);1
The Standard Pronouncing Dictionary of the French and English Languages 977 (July 18,1846);1
The Standard Speaker 1295 (August 21,1852);1
A Standing Navy: its Necessary and Organization 1749 (May 4,1861);1
Stanford's New Guide to Paris and the Paris Exhibition 1453 (September 1,1855);1
Stanford's New London Guide 1736 (February 2,1861);1
Stanhope, a Domestic Novel 929 (August 16,1845);1
Stanhope Burleigh 1442 (June 16,1855);1
Stanley Thorn 734 (November 20,1841);1
Stansfield: a Tragedy 1922 (August 27,1864);1
The Star and the Cloud 1538 (April 18,1857);1
The Star-Chamber 1373 (February 18,1854);1
A Star in the Desert 1330 (April 23,1853);1
The Star in the East 746 (February 12,1842);1
"Star Papers; or, Experiences of Art and Nature 1451 (August 18,1855)";1
Starlight, Etc 2206 (February 5,1870);1
Stars and Stripes 1513 (October 25,1856);1
The Stars and the Angels 1578 (January 23,1858);1
The Stars and the Earth. Part II. 1048 (November 27,1847);1
The Stars and the Earth 991 (October 24,1846);1
The Stars, in Twelve Maps on the Gnomonic Projection 2020 (July 14,1866);1
Stars of Earth 2099 (January 18,1868);1
State and Condition of Western Australia 609 (June 29,1839);1
State Education considered with reference to prevalent Misconceptions on Religious Grounds 660 (June 20,1840);1
State of Education, Crime, Etc 748 (February 26,1842);1
The State of Man before the Promulgation of Christianity 1087 (August 26,1848);1
The State of the Medical Profession in Great Britain and Ireland 2187 (September 25,1869);1
The State of the Nation at the Close of 1830 166 (January 1,1831);1
State Papers and Correspondence illustrative of the Social and Political State of Europe from the Revolution to the Accession of the House of Hanover 1532 (March 7,1857);1
State Papers concerning the Irish Church in the Time of Queen Elizabeth 2124 (July 11,1868);1
State Papers of De l'Aubespine 743 (January 22,1842);1
