ID;Year;Author Ed.;Author;Translator;Short Title;Title;Publisher;Format;Review Reference;Catalogue Numbers;Notes;Further Editions
1798_72;1798;VERRI, [Alessandro].;VERRI, Alessandro.;;THE ROMAN NIGHTS;"THE ROMAN NIGHTS; OR, DIALOGUES AT THE TOMBS OF THE SCIPIOS. TRANSLATED FROM THE ITALIAN OF COUNT VERRI.";"London: Printed by W. and C. Spilsbury, Snow-hill, For P. Molini;And sold by Faulder, New-Bond-street; White and Son, Fleet-street; Becket, Pall-Mall; and Shepperson . and Reynolds, No. 137, Oxford-street, 1798.";334p. 12mo. 3s 6d (ME).;CR n.s. 26: 236-7 (June 1799).;"C 7740.e.23; EM 1365: 2; ESTC t128779 (BI BL, O; NA CLU-S/C, MA, PPL &c.).";"Trans. of Le Notti Romane al sepolcro degli Scipioni (Rome, 1792). 1-p. prefatory advertisement follows t.p.; 4-pp. table of contents; 1-p. errata list. Further edns: NSTC lists edns. in 1825, 1825/26, 1832 and 1850. French trans. Paris, 1817 (Les Nuits romaines) (BN).";
1798_73;1798;[WELLS, Helena].;WELLS, Helena.;;THE STEP-MOTHER;THE STEP-MOTHER: A DOMESTIC TALE, FROM REAL LIFE. BY A LADY. IN TWO VOLUMES.;London: Printed forT. N. Longman, Paternoster-Row, 1798.;"I viii, 245p; II 246p. 12mo. 7s boards (CR, MR).";"CR n.s. 24: 237 (Oct 1798); MRn.s. 26: 459 (Aug 1798); AF II: 4732.";"ScU SpC 813S.W46s v.1/v.2; ESTC n036476.";Pencilled note in ScU copy 'Helena Wells later Mrs. Whitford of South Carolina (Charleston)'. 2nd edn. has signed preface. · Preface 1, v-viii. 500 copies printed May 1798 (Strahan 17 f. 98). Adv. GEP 12-15 May 1798.;London, 1799, EM 3528: 2, ESTC n033434.
1798_74;1798;[WOLLSTONECRAFT, Mary].;WOLLSTONECRAFT, Mary.;;POSTHUMOUS WORKS OF THE AUTHOR OF A VINDICATION OF THE RIGHTS OF WOMAN;POSTHUMOUS WORKS OF THE AUTHOR OF A VINDICATION OF THE RIGHTS OF WOMAN. IN FOUR VOLUMES. THE WRONGS OF WOMAN. [vols. I, II].;"London: Printed for J. Johnson, no. 72, St Paul's Church-Yard; and G. G. J. and J. Robinson, Paternoster-Row, 1798.";"I 181p; II 196p. III 192p. IV 195p. 8vo. 14s boards (MR, SJC).";"CRn.s. 22: 414-19 (Apr 1798); MR n.s. 27: 325-7 (Nov 1798); AF II: 4919.";"BL 629.d.11; EM 5521: 9; ESTC tl 14184 (BID, E, O; NA CSmH, ICN, MH-H, NjP).";"Edited by William Godwin. Vols. 1 and 2 contain The Wrongs of Woman. Vol. 1 5-pp. preface ( unn.) signed W. Godwin; 5-pp. 'Author's Preface' ( unn.); half-title: 'The Wrongs of Woman, or Maria; a Fragment'. Adv., 'In the press, and speedily will be published', SJC 23-26 Dec 1797; adv. also offers, 'In One Volume of the same size, price 3s.6d. in boards, With a portrait, engraved by Heath, from a picture by Opie, painted a few Weeks before her Death', Godwin's Memoirs of the Authour of a Vindication of the Rights of Woman. French trans. Paris, 1798 (Maria, ou le Malheur d' itre femme) (HWS ); German trans. Leipzig, 1800 (Maria oder das Ungluck Weib zu seyn) (EAG). Faes: FCy.";
1798_75;1798;YOUNG> M {ary} J{ulia}.;YOUNG> M ary Julia.;;ROSE-MOUNT CASTLE;"ROSE-MOUNT CASTLE; OR> FALSE REPORT. A NOVEL. IN THREE VOLUMES. BY M. J. YOUNG.";London: Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1798.;"I 3, 259p; II 273p; III 278p. 12mo. 10s 6d boards (CR), 10s 6d sewed (Min).";CR n.s. 24: 470 (Dec 1798).;"Carvey; CME 3-628-5219-8; ESTC n013327 (BIO; NA NNS).";"Dedication to Mrs. Trant pp. 1-3, signed Mary Julia Young. 1 p. advs. end vol. 1; 1 p. advs. end vol. 2; 2 pp. advs. end vol. 3.";
1799_1;1799;ANON.;ANON.;;*ADVENTURES OF THE PYRENEAN HERMITS;*ADVENTURES OF THE PYRENEAN HERMITS. TRANSLATED FROM THE SPANISH.;London: Hurst (CR).;Small 8vo. ls (CR, ME).;"CR n.s. 33: 113 (Sept 1801); AF II: 35.";No copy located. Notes.;;
1799_2;1799;ANON.;ANON.;;AUGUSTA;"AUGUSTA; A NOVEL, IN THREE VOLUMES, FROM THE FRENCH, BY A LADY.";London: Printed for the translator, and sold by Earle and Hemet, No. 47, Albermarle Street, Piccadilly, 1799.;"I 190p; II 206p; III 176p. 8vo. [CR has 12mo]. 10s 6d boards (CR), 10s 6d (adv.).";"CR n.s. 29: 472 (Aug 1800); AF II: 171.";"CaAEU PR 3991.Al .A92 1799; ESTC n046308.";"Trans. of Augusta; roman (I 798, rev. CR n.s. 23: 547-9 and MR n.s. 27: 331). 1-p. prefatory address (unn.) by the translator, signed L. H. In vol. 1 p. 97 misnumbered 98. 2 pp. advs. end vol. 2. Epistolary. Adv. end Misanthropy and Repentance ( 1799: 49).";
1799_3;1799;ANON.;ANON.;;THE BUDGET;THE BUDGET, OR MORAL AND ENTERTAINING FRAGMENTS. REPRESENTING THE PUNISHMENT OF VICE, AND THE REW ARD OF VIRTUE.;London: Printed for E. Newbery, the corner of St. Paul's Church-Yard, by G. Woodfall, No. 22, Paternoster-Row, 1799.;175p. 12mo. ls 6d (MM).;"MM 9: 89 (Feb 1800); AF II: 525.";"BL 012806.i.2; EM 4176: 5; ESTC t112751 (NA CLU-S/C, TxU).";ESTC notes that NUC attributes this to Mary Pilkington. Frontispiece. 1-p. prefatory advertisement (unn.).;Wilkes barre, PA, 1801 (WC)
1799_4;1799;ANON.;ANON.;;EASTERN ANECDOTES OF EXEMPLARY CHARACTERS;"EASTERN ANECDOTES OF EXEMPLARY CHARACTERS; WITH SKETCHES OF THE CHINESE HISTORY. IN ONE VOLUME. INSCRIBED TO HER ROYAL HIGHNESS THE DUCHESS OF YORK. DESIGNED FOR YOUTH.";"London: Printed by Sampson Low, no. 7, Berwick-Street, Soho: and sold by Hurst, Paternoster-Row; Messrs. Carpenter and Co. No. 14, Old Bond-Street; and Peacock, at the Juvenile Library, no. 259, Oxford-Street, 1799.";x.i, xvi, xxiii, 176p. 8vo [BC has 12mo ]. 3s (BC).;"BC 14: 564 (Nov 1799); AF II: 1202.";"BL 10608.ee.36; EM 926: 3; ESTC t088341 (BI ABu, O; NA CLU-S/C, Tx:HR).";"Dedication [ v]; list of subscribers vii-xi; prefatory advertisement xiii-xvi; introduction i-xxiii. Text of novel starts on p. 25. EMILIA AND ALPHONSO See SOUZA-BOTELHO, Adelaide-Marie-Emilie Filleul, marquise de Flahaut";
1799_5;1799;ANON.;ANON.;;THE ENCHANTED MIRROR;THE ENCHANTED MIRROR, A MOORISH ROMANCE.;Salisbury: Printed and Sold by J. Easton. Sold also by E. Newbery, St Paul's Church- Yard, London, 1799.;iv, 123p. 12mo. ls 6d (NLR, GEP).;NLR 1: 616 (June 1799).;"C 7720.d.l 139; EM 2271: 12; ESTC tl 17216 (BI BL, 0).";Verse address 'To Mary' iii-iv. 2-pp. table of contents. 1 p. advs. end vol. Adv. GEP 12-14 Dec 1799.;London, 1800, ESTC n006263.
1799_6;1799;ANON.;ANON.;;FALSE FRIENDSHIP;"FALSE FRIENDSHIP; OR, NATURE IN MASQUERADE. A NOVEL. FOUNDED IN TRUTH. CONSISTING OF LETTERS WHICH HAVE ACTUALLY PASSED BETWEEN PERSONS IN FASHIONABLE LIFE, UPON THE MOST AFFECTING SUBJECTS. IN TWO VOLUMES.";London: Printed for W. Treppass, no. 31, St. Martin's-le-Grand, 1799.;"I 199p; II 224p. 12mo. 7s (ME).";;"BL RB.23.a.6498; EMf; ESTC t223016.";"A reissue with cancel t.ps.; original not yet identified (ESTC). Text of novel starts on p. 11 in both vols. 1,000 copies printed by Strahan, Feb 1799 (LA). Epistolary.";
1799_7;1799;ANON.;ANON.;;FILIAL INDISCRETIONS;"FILIAL INDISCRETIONS; OR, THE FEMALE CHEVALIER. IN THREE VOLUMES.";Wakefield: Printed for the Author, by Elizabeth Waller, and Rowland Hurst: and sold by G. G. and J. Robinson, Paternoster-Row, London, 1799.;"I 236p; II 249p; III 190p. 12mo. lOs 6d sewed (MR).";"MR n.s. 33: 207-8 (Oct 1800); AF II: 1440.";"0 Vet.ASf.1929-1931; EMf; ESTC tl85414.";Epistolary.;
1799_8;1799;ANON.;ANON.;;HAMLAIN;"HAMLAIN; OR, THE HERMIT OF THE BEACH. A MORAL REVERIE. CALCULATED FOR THE INSTRUCTION AND AMUSEMENT OF YOUTH.";London: Printed for E. Newbery, the corner of St. Paul's Church-Yard, by G. W oodfall, No. 22, Paternoster-Row, 1799;198p. 12mo.;;"BL 1506/586; EM 6638: 14; ESTC t083114 (BI AWn; NA CaOTP, CtY, CtY-Walpole &c.; EA NUN).";Text of novel starts on p. 3.;
1799_9;1799;ANON.;ANON.;;IMMELINA;IMMELINA. A NOVEL. IN THREE VOLUMES.;London: Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1799.;"I 228p; II 204p; III 214p. 12mo. 9s sewed (CR, MP).";"CR n.s. 27: 475 (Dec 1799); AF II: 2158.";"CtY Im.Im 6. 779; CME 3-628-45091-8; ESTC n054081 (NA ICU; EA COR).";"2 pp. advs. end vol. 3. Adv., 'In the Press', MP 2 Feb 1799; adv. as published MP 30 May 1799; additional booksellers are Mitller, Bond street; Lloyd, Harley street; Hodgson, Wimpole-street; and Scatchard, Ave Maria-lane.";
1799_10;1799;ANON.;ANON.;;*INDISCRETION;"*INDISCRETION; A NOVEL. IN 2 VOLS.";London: Richardson (NLR).;2 vols. 6s. (NLR).;NLR 1: 407-8 (Apr 1799).;No copy located.;"NLR: 'This novel is composed in an easy, unaffected style; but, like most others, discloses much unnecessary distress. h developes, at the same time, some whimsical characters which are not destitute of point and originality.'";
1799_11;1799;ANON.;ANON.;;MEMOIRS OF THE DANBY FAMILY;MEMOIRS OF THE DANBY FAMILY: DESIGNED CHIEFLY FOR THE ENTERTAINMENT AND IMPROVEMENT OF YOUNG PERSONS. BY A LADY.;London: Printed for E. Newbery, Corner of St. Paul's Church-Yard, 1799.;xii, 258p. 12mo. 4s Newbery (NLR, LC).;NLR 1: 93 (Jan 1799).;"C S727.d.79.81; EM 1872: 6; ESTCt095174 (BI BL; NACaOTP, CLU-S/C, FU &c.).";Dedication (addressed to 'My dear Children') v-xii. Frontispiece. 6 pp. advs. at end. Adv. LC 65: 39 (8-10 Jan 1799).;
1799_12;1799;ANON.;ANON.;;MONTROSE;"MONTROSE, OR THE GOTHIC RUIN, A NOVEL. .IN THREE VOLUMES. BY THE AUTHOR OF ""THE MYSTIC COTTAGER,"" AND ""OBSERVANT PEDESTRIAN.""";London: Printed for R. Dutton, Birchin-Lane, Cornhill, 1799.;"I 287p; II 255p; III 252p. 12mo. 10s 6d sewed (CR, GEP).";"CR n.s. 27: 239 (Oct 1799); AF II: 2926.";"ViU *PZ2.M657 1799; CME 3-628-45131-0;ESTC n035138 (NA CtY, IU; EA COR).";"Advs. end vol. 2. The Mystic Cottager 1794: 13; The Observant Pedestrian 1795: 8. Adv. GEP 23-25 Apr 1799.";
1799_13;1799;ANON.;ANON.;;A NORTHUMBRIAN TALE;A NORTHUMBRIAN TALE. WRITTEN BY A LADY.;"London: Printed by S. Hamilton, Falcon-Court, Fleet-Street; and Sold by J. Debrett, Piccadilly, and L.B. Seeley, Ave-Maria-Lane, 1799.";vii, 30lp. 12mo. 4s 6d boards (MR), 4s 6d (MP).;"MR n.s. 33: 103 (Sept 1800); AF II: 3081.";"BL 012611.e.43(1); CME 3-628-45137-X; EM 198: 7; ESTC t002755 (NA MH-H; EA COR).";Dedication to Miss Stevenson, Morton-Hall, Chiswick v-vii. Adv. MP 21 Dec 1799.;
1799_14;1799;ANON.;ANON.;;THE ORPHAN HEIRESS OF SIR GREGORY;THE ORPHAN HEIRESS OF SIR GREGORY. AN HISTORICAL FRAGMENT, OF THE LAST CENTURY.;"London: Printed by and for Sampson Low, Berwick Street, Soho: and sold by c. Law, Ave Maria Lane; and E. Booker, New Bond Street, 1799.";234p. 12mo. 4s boards (CR), 4s sewed (MR, GEP).;"CR n.s. 28: 475-7 (Apr 1800); MR n.s. 30: 94-5 (Sept 1799); AF II: 3181.";"MH-H *EC75.Al00.799o; EM 1274: 5; ESTC n010645 (BIO; NA CLU-S/C).";"Dedication to Viscount Palmerston; prefatory advertisement by the 'editor' (unn.). Adv., 'will be published in the Course of the Month ... neatly printed and hot-pressed' and no price given, GEP 28 Feb-2 Mar 1799; adv. as published GEP 28-30 Mar 1799.";
1799_15;1799;ANON.;ANON.;;THE REBEL;THE REBEL: A TALE OF THE TIMES. IN TWO VOLUMES. BY A LADY.;Southampton: Printed byT. Skelton: and sold by B. Law, AveMary Lane, London, 1799.;"· I vi, 264p; II 287p. 12mo. 7s (ME),7s sewed (LC).";;"CLU-S/C PR3991.AlR16; ESTC n014245.";Introduction v-vi. Adv. LC 85: 400 (23-25 Apr 1799).;Dublin, 1801 (Printed by J. Stockdale for P. Wogan, W. Porter, J. Rice, J. Halpen, H. Colbert, B. Domin, G. Folingsby, and J. Stockdale, 1 vol., no format) (WC, NSTC).
1799_16;1799;ANON.;ANON.;;THE SPIRIT OF THE ELBE;THE SPIRIT OF THE ELBE: A ROMANCE. IN THREE VOLUMES.;London: Printed for T. N. Longman and 0. Rees, Paternoster-Row, 1799.;"I iv, 158p; II 200p; III 162p. 12mo. 9s boards (CR, MR).";"CR n.s. 26: 357-8 (July 1799); MR n.s. 30: 93 (Sept 1799); AF II: 4220.";"Corvey; CME 3-628-45194-9; ESTC n037354 (NA CaAEU).";"Dedication to Miss Gunning iii-iv, signed 'The Author', London, Jan 1799. 6 pp. advs. end vol. 3. 750 copies printed by Strahan, Feb 1799 (LA). Adv. GEP 28 Feb-2 Mar 1799. Further edns: Dublin, 1800 (Printed by W. Porter, 2 vols., l 2mo ), ESTC tl 18946; Cork, 1800, ESTC t221161.";
1799_17;1799;ANON.;ANON.;;THE VILLAGE ORPHAN;"THE VILLAGE ORPHAN; A TALE FOR YOUTH. TO WHICH IS ADDED, THE BASKET-MAKER, AN ORIGINAL FRAGMENT. ORNAMENTED WITH VIGNETTES ON WOOD.";London: Printed by C. Whittingham, for Longman and Rees, Paternoster Row, n.d. [1799]. .;140p. 12mo. 2s 6d (t.p.), 2s 6d boards (CR, MR).;"CR n.s. 31: 469 (Apr 1801 ); MR n.s. 30: 345 (Nov 1799); AF II: 4620.";"BL RB.23.a.7149; ESTC n048767 (NA CaOTP, CaOHM, CLU-S/C &c.).";"ESTC suggests publication date of 1797. Small engraving on t. p. and at beginnings and ends of chapters. 1-p. prefatory advertisement. Adv., 'Ornamented with Vignettes on Wood', SJC 14-16 May 1799 and GEP 23-25 May 1799. Further edns: Philadelphia, 1800, ESTC w025047; NSTC lists edn. in 1802.";
1799_18;1799;ANON.;ANON.;;WAREHAM PRIORY;"WAREHAM PRIORY; OR, THE WILL: A NOVEL, FOUNDED ON FACTS. BY THE WIDOW OF AN OFFICER.";"London: Printed by J. Aspin, Lombard-Street, Whitefriars; published by J. Barker, no. 19, Great Russell-Street, Covent-Garden, 1799";"I xii, 16lp; II 222p. 12mo.";;"BRu ENC; ESTC n066338 (NA CtY).";List of subscribers i-xii. Epistolary.;
1799_19;1799;ANON.;ANON.;;WESTBROOK VILLAGE;WESTBROOK VILLAGE. A NOVEL. IN TWO VOLUMES.;London: Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1799.;"I 298p; II 306p. 12mo. 7s sewed (CR, MP).";"CR n.s. 28: 117 (Jan 1800); AF II: 4750.";"Corvey; CME 3-628-45209-0; ESTC n035700 (NA CaAEU).";"2 pp. advs. end vol. 1; 6 pp. advs. end vol. 2. Adv. MP 9 Nov 1799; additional booksellers are Miller, Bond-street; Hodgson, Wimpolestreet; Lloyd, Harley-street; Kirby, Oxford-street; and Scatchard, Ave Maria-lane. .";
1799_20;1799;ANON.;ANON.;;THE WITCH;THE WITCH, AND THE MAID OF HONOUR. IN TWO VOLUMES.;"London: Printed for the author; and sold byT. N. Longman and 0. Rees, PaternoSterRow, 1799.";"I viii, 276p; II 216p. 12mo. 7s 6d boards (CR), 7s boards (SJC, GEP).";"CR n.s. 28: 355 (Mar 1800); AF II: 4857.";"BL 12612.e.12;CME 3-628-45220-1; EM 333: 2;ESTC t066919 (BI 0; NACtY-BR,ICN, MH-H; EA COR).";"Dedication (p. [v]) 'To the Maids of Honour' signed 'The Old Woman, and dated 1 May, 1799. Preface vii-viii. Vol. 2 pp. 214-16 are 'The Author's Apology,. 500 copies printed by Strahan, May 1799 (LA; Strahan 17 f. 122). Adv. 8-11 June 1799: 'By the Old Woman,. Adv. GEP 13-15 June 1799.";
1799_21A;1799;BARTHELEMY, [Jean-Jacques].;BARTHELEMY, Jean-Jacques.;;CHARITE AND POLYDORUS;CHARITE AND POLYDORUS, A ROMANCE. TRANSLATED FROM THE FRENCH OF THE ABBE BARTHELEMY, AUTHOR OF THE TRAVELS OF ANACHARSIS, WITH AN ABRIDGEMENT OF THE LIFE OF THE AUTHOR, BY THE LATE DUKE OF NIVERNOIS.;London: [Printed for Charles Dilly], 1799.;12mo. 2s (CR), 2s sewed (MR, GEP).;"CR n.s. 27: 116 (Sept 1799); MR n.s. 29: 334 (July 1799); AF II: 229.";"BL 838.a.42; EM 8500: 7; ESTC t081005.";Trans. of Les Amours de Carite etde Polydore, roman traduit degrec(Paris, 1760). Adv. GEP 2-4 Apr 1799: 'This amusing little Romance, now presented to the Public, is from the pen of the celebrated Abbe Barthelemy, whose name must continually suggest the ideas of Learning and Genius, and sufficiently recommend every Work to which it is prefixed.';Dublin, 1799 (Printed by H. Colbert, 1 vol., 12mo ), ESTC t08 l 006.
1799_21B;1799;BARTHELEMY, J[ean]-J[acques].;BARTHELEMY, Jean-Jacques.;;CARITE AND POLYDORUS;CARITE AND POLYDORUS. TO WHICH IS PREFIXED, A TREATISE ON MORALS. BY J. J. BARTHELEMY, AUTHOR OF THE TRAVELS OF ANACHARSIS. WITH THE LIFE OF THE AUTHOR.;"London: Printed for Otridge and Son; R. Faulder; J. Walker; R. Lea; J. Cuthell, J. Nunn; Ogilvy and Son; Lackington, Allen and Co; and V ernor and Hood, 1799.";xiv, 213p. 12mo. 3s sewed (CR, MR).;"CR n.s. 27: 239 (Oct 1799); MR n.s. 29: 334 (July 1799); AF II: 228.";"BL 12512.ee.l5;EM 12: l; ESTC t081004 (BI 0; NACaOHM, CLU-S/C, CSmH).";"Trans. of Les Amours de Carite et de Polydore, roman traduit de grec (Paris, 1760). 'Life of the Author, iii-xiv; 'A Treatise on Morals, 1-69; Carite and Polydorus starts on p. 73. 1 p. advs. end vol. Adv., 'In a few days will be published, with title as Charete and Polydorus, a Romance, translated from the French of the Abbe Barthelemy and no price given, GEP 14-16 May 1799; publishers are Vernor and Hood, W. Otridge and Son, R. Faulder, R. Lea, J. Walker, J. Cuthell) Lackington: Allen and Co., Ogilvy and Son, andJ. Nunn. Adv. as published, 'Printed on a fine wove Paper, GEP 25-27 June 1799.";
1799_22;1799;[BELLAMY, Thomas].;BELLAMY, Thomas.;;LESSONS FROM LIFE;"LESSONS FROM LIFE; OR, HOME SCENES.";London, Printed for G. Sael, no. 192, Strand, 1799.;l 72p. 12mo. ls 6d (t.p., NLR).;"NLR I: 93 (Jan 1799); AF II: 2526.";"CtY Im L566. 799; ESTC n063465.";"Frontispiece. Dedication to 'Parents and Guardians ofY outh' signed T. B. p. [iii); 1-p. address 'To the Reader' p. [iv]; index v-vii; Pagination continuous Roman-Arabic; text of novel starts on p. 9.";
1799_23;1799;BIDLAKE, J[ohn].;BIDLAKE, John.;;EUGENIO;"EUGENIO; OR, THE PRECEPTS OF PRUDENTIUS. A MORAL TALE. BY J. BIDLAKE, A.B. &C. &C. CHAPLAIN TO HIS ROYAL HIGHNESS THE DUKE OF CLARENCE, AND MASTER OF THE GRAMMAR-SCHOOL, PLYMOUTH.";London: Printed for T. Chapman, no. 151, Fleet-street, 1799.;viii, 17lp. 12mo. 2s 6d (CR), 2s 6d boards (MR).;"CRn.s. 27: 356-7 (Nov 1799); MRn.s. 30: 467 (Dec 1799);AF II: 341.";"CLU-S/C CBC PZ6.B474e.I 799; ESTC n002458 (NA OU).";"4 pp. advs. beginning vol. Dedication to Lieut. General Grenville, Colonel of the 23d Regiment of Foot, or Royal Welsh Fuzileers [sic] v-vi; preface vii-viii.";
1799_24;1799;BIT AUBE, [Paul-Jeremie}.;BIT AUBE, Paul-Jeremie.;;THE BATAVIANS;"THE BATAVIANS; OR, VIRTUE AND VALOUR CROWNED BY PERSEVERANCE. FROM THE FRENCH OF C. BITAUBE, MEMBER OF THE NATIONAL INSTITUTE OF FRANCE, AND OF THE ROYAL ACADEMY OF SCIENCES AND BELLES-LETTRES OF PRUSSIA.";London: Printed for G. G. and J. Robinson, Pater-Noster-Row, 1799.;"I xv, 284p; II 266p. 12mo. 7s sewed (MR), 7s boards (LC).";MR n.s. 33: 208-9 ( 1800).;"MH-HKPD 174;xESTC. 776 1799";"Trans. of Les Bataves (Paris, 1797), itself a reworking of the author's Guillaume, en dix chants (Amsterdam, 1773) and Guillaume de Nassau (Paris, 1775). Translator's advertisement [v]-viii, dated 1 Aug 1799; author's preface x-xv. T.p. to vol. 1 of MH-H copy torn, with loss of most of imprint. Serialised as 'The Dutch Patriots of the Sixteenth Century', Lady's Magazine, 1811-15, RM336. Adv. LC 86: 379 (17-19 Oct 1799).";
1799_25;1799;BREWER, J[ames] N[orris].;BREWER, James Norris.;;A WINTER'S TALE;A WINTER'S TALE. IN FOUR VOLUMES. BY J. N. BREWER, AUTHOR OF THE MANSION HOUSE, &C.;London: Printed at the Minerva Press, for William Lane, Leadenhall-Street, 1799.;"I viii, 293p; II 272p; III 255p; IV 279p. 12mo. 16s (ME), 16s sewed (MP).";"AJR 6: 53-5 (May 1800); AF II: 466.";"Corvey; CME 3-628-45005-5; ESTC t200839.";"Frontispiece. 'To the Reader' v-viii, signed J. N. Brewer, 25 Oct 1799. 3 pp. advs. end vol. 1; 1 p. advs. end vol. 3; 1 p. advs. end vol. 4. The Mansion House 1796: 23. Adv. MP 5 Dec 1799; additional booksellers are Miller, Bond-street; Hodgson, Wimpolestreet; Lloyd, Harley-street; Kirby, Oxford-street; and Scatchard, Ave Maria-lane.";
1799_26;1799;CHAMBERS, Marianne.;CHAMBERS, Marianne.;;HE DECEIVES HIMSELF;HE DECEIVES HIMSELF. A DOMESTIC TALE, IN THREE VOLUMES. BY MARIANNE CHAMBERS, DAUGHTER OF THE LATE MR. CHARLES CHAMBERS,. MANY YEARS IN THE SERVICE OF THE HON. EAST-INDIA COMPANY, AND UNFORTUNATELY LOST IN THE WINTERTON.;London: Printed for C. Dilly in the Poultry, 1799.;"I xxiv, 287p; II 270p; III 234p. 12mo. 10s 6d (MR), 10s 6d sewed (GEP).";"MR n.s. 30: 97-8 (Sept 1799); AF II: 657.";"BL 12613.aaa.5; EM 160: 3; ESTC t055555 (NA IU, MH-H).";Dedication to Thomas Powell, of Bristol, the author's grandfather, v-ix. List of subscribers xi-xxiv. Adv., 'On Tuesday the 30th instant,. will be published', GEP 18-20 July 1799.;
1799_27;1799;CHARLTON, Mary.;CHARLTON, Mary.;;ROSELLA;ROSELLA, OR MODERN OCCURRENCES. A NOVEL. IN FOUR VOLUMES. BY MARY CHARLTON, AUTHOR OF PHEDORA, &C.;London: Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1799.;"I 308p; II 296p; III 302p; IV 307p. 12mo. 14s sewed (MP, adv.).";NLR 2: 180 (Aug 1799).;"BL ~up.403.y.4; CME 3-628-45015-2; EM 3874: 2; ESTC tl40061 (BI C; MH-H, PU, V1U &c.; EACOR).";"4 pp. advs. end vol. 4. Phedora 1798: 22. Adv., 'Next w~ek will be published', MP 10 June 1799; additional booksellers are Miller, Bond-street; K1rby, Oxford-street; Lloyd, Harley-street; and Scatchard, Ave Maria-lane. Adv. end vol. 2 of Azalais and Aimar ( 1799: 36).";Dublfo, 1800 (Printed for P. Wogan, W. Porter, and W. Burns, 2 vols., 12mo), ESTC tl69488.
1799_28;1799;[ CH ARR I ERE, Isabelle-Agnes-Elisabeth van Tuyll van Serooskerke~. van Zuylen].; CH ARR I ERE, Isabelle-Agnes-Elisabeth van Tuyll van Serooskerke~. van Zuylen.;;LETTERS WRITTEN FROM LAUSANNE;LETTERS WRITTEN FROM LAUSANNE. TRANSLATED FROM THE FRENCH.;"Bath: Printed by R. Cruttwell; and sold by C. Dilly, Poultry, London, 1799.";"I 175p; II 220p. 12mo. 7s boards (CR), 5ssewed (MR).";"CR n.s. 27: 238 (Oct 1799); MR n.s. 29: 88-9 (May 799); AF II: 672.";"BL 12613.aaa.20; EM 160: 6; ESTC t074650 (BI E; NA PPL).";Trans. of Lettres ecrites de Lausanne (Toulouse, 1785) and of Caliste, ou la continuation des lettres ecrites de Lausanne (Geneva and Paris, 1787) (BGR). Dedication to the Marchioness of S--. In vol. 2 text of novel starts on p. 5. Epistolary.;
1799_29;1799;[COOKE, Cassandra].;COOKE, Cassandra.;;BATTLERIDGE;BATTLERIDGE: AN HISTORICAL TALE, FOUNDED ON FACTS. IN TWO VOLUMES. BY A LADY OF QUALITY.;"London: Printed and published by G. Cawthorn, British Library, No. 132, Strand; sold also by Messrs. Richardson, Royal-Exchange; W. West, Paternoster-Row; and J. Wright and J. Hatchard, Piccadilly, 1799.";"I viii, 264p; II 254p. 12mo. 7s boards (CR), 7s (MP).";"CR n.s. 27: 238 (Oct 1799); AF II: 852.";"BL 12613.aa.l l; EM 239: 9; ESTC t068560 (NACLU-S/C, ICN, MH-H).";Preface i-viii. In vol. 2 text of novel starts on p. 5. 2 pp. advs. end vol. 1 (pp. 263-4). Adv. MP 19 July 1799.;
1799_30;1799;[ CUR TIES], T. J. Horsley.; CUR TIES, T. J. Horsley.;;ETHELWINA;ETHELWINA, OR THE HOUSE OF FITZ-AUBURNE. A ROMANCE OF FORMER TIMES. IN THREE VOLUMES. BY T. J. HORSLEY.;London: Printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1799.;"I iii, 235p; II 238p; III 27lp. 12mo. 10s 6d (ME), 10s 6d sewed (MP).";;"Corvey; CME 3-628--45070-5; ESTC n016969 (NA CtY).";"In preface to his Ancient Records (1801: 19) the author explains that fear caused him to send Ethelwina 'into the world as an orphan' under only his Christian name of Horsley. Preface i-iii. 4 pp. advs. end vol. 1; 2 pp. advs. end vol. 2, 1 p. end vol. 3. Adv., 'In the Press', MP 2 Feb 1799; by Mr. Horsley. Adv. as published MP 16 May 1799; additional booksellers are Miller, Bond-street; Hodgson, Wimpole-street; Lloyd, Harley-street; Kirby, Oxford-street; and Scatchard, Ave Maria-lane. French trans. Paris, 1802 (Ethelwina) (Levy); German trans. Leipzig, 1803 (Ethelwina oder das Fraulein von Westmoreland) (EAG). DIDEROT, Denis, THE NATURAL SON See LOAISEL DE TREOGATE, Joseph-Marie (1789: 51)";
