"";"id";"date";"author";"gender";"title";"publication";"format";"cat";"notes";"further_eds"
"1809";"1824A050";"1824.";"James HOGG ";"Male.";"THE PRIVATE MEMOIRS AND CONFESSIONS OF A JUSTIFIED SINNER WRITTEN BY HIMSELF WITH A DETAIL OF CURIOUS TRADITIONARY FACTS AND OTHER EVIDENCE BY THE EDITOR";"London:Printed for Longman, Hurst, Rees, Orme, Brown, and Green, Paternoster Row, 1824. ";"1 vol.  (390p). 8°.";"Corvey; CME 3-628-47313-6; ECB 471; EN2 1824: 50; NSTC 2M24211; OCLC 8264736.";"Dedication 'to the Hon. William Smith, Lord Provost of Glasgow'. Printer's mark, verso of t.p., reads: 'Edinburgh: printed by James Clarke and Co. 1824'. 'Fac Simile' between pp. 366 and 367; though in other copies seen (e.g. E Hall.201.e) this appears as a frontispiece.";"Reissued (replacement t.p.) as The Suicide's Grave; or, Memoirs and Confessions of a Sinner, 'edited by J. Hogg', Edinburgh 1828 (Selkirk, Borders Regional Library)."
"1810";"1824A051";"1824.";"James HOOK ";"Male.";"PERCY MALLORY BY THE AUTHOR OF PEN OWEN IN THREE VOLUMES";"Edinburgh:William Blackwood, and T. Cadell, London, 1824. ";"3 vols (I 349p; II 344p; III 350p). 8°.";"Corvey; CME 3-628-48415-4; ECB 442; EN2 1824: 51; NSTC 2H28910; OCLC 3755218.";NA;"Philadelphia 1824 (NSTC); French trans., 1824."
"1811";"1824A052";"1824.";"Theodore Edward HOOK ";"Male.";"SAYINGS AND DOINGS A SERIES OF SKETCHES FROM LIFE IN THREE VOLUMES";"London:Printed for Henry Colburn, New Burlington-Street, 1824. ";"3 vols (I v, 336p; II 350p; III 358p). 12°.";"BL N.1297; ECB 516; EN2 1824: 52; NSTC 2H28950; OCLC 1166754.";"'Advertisement' dated London, 26 Jan 1824. [1st series].";"2nd edn 1824 (Corvey), CME 3-628-48529-0; 1836 (NSTC); Philadelphia 1824 (NSTC)."
"1812";"1824A053";"1824.";"Francis HOWARD? ";"Male.";"TORRENWALD A ROMANCE IN FOUR VOLUMES BY SCRIBLERUS SECUNDUS SOMETIME INSTRUCTOR OF YOUTH VULGO GRINDER";"London:Printed for A. K. Newman and Co. Leadenhall-Street, 1824. ";"4 vols (I 315p; II 291p; III 304p; IV 317p). 12°.";"Corvey; CME 3-628-48762-5; ECB 594; EN2 1824: 85; NSTC 2S11201; xOCLC.";"For tentative author attribution, see EN2 Update 4 and Publishing Papers (click on link below).";NA
"1813";"1824A054";"1824.";"Robert HUGHES ";"Male.";"COBERLEY HALL A GLOUCESTERSHIRE TALE OF THE FOURTEENTH CENTURY BY ROBERT HUGHES CHELTENHAM";"Cheltenham:Printed by S. Y. Griffith and Co. Chronicle Office, 1824. ";"1 vol.  (viii, 91p, ill.). 8°.";"BL 012611.I.32; ECB 287; EN2 1824: 53; NSTC 2H35368; OCLC 2726843.";"Dedication to Lady Anna-Eliza, Duchess of Buckingham and Chandos, dated Cheltenham, Mar 1824.";NA
"1814";"1824A055";"1824.";"Washington IRVING ";"Male.";"TALES OF A TRAVELLER BY GEOFFREY CRAYON GENT IN TWO VOLUMES";"London:John Murray, Albemarle-Street, 1824. ";"2 vols (I xvi, 364p; II vi, 394p). 8°.";"BL 838.f.7; ECB 301; EN2 1824: 54; NSTC 2C42720; OCLC 2127228.";"Reviewed in QR (Mar 1825) with three other of Irving's works.";"New edn 1825 (Corvey, NSTC); 1848 (NSTC); 1850 (OCLC); Philadelphia 1824 (OCLC); French trans., 1825; German trans., 1825."
"1815";"1824A056";"1824.";"Hannah Maria JONES ";"Female.";"THE FORGED NOTE OR JULIAN AND MARIANNE A MORAL TALE FOUNDED ON RECENT FACTS BY MRS H M JONES AUTHORESS OF GRETNA GREENWEDDING RINGBRITISH OFFICER C";"London:Printed and published by J. Jaques & W. Wright, Eagle Office, Cross Street, Newington Butts. Sold also by D. Jaques, Chelsea; and all other Booksellers, 1824. ";"1 vol.  (661p, ill.). 8°.";"BL 1570/1499; EN2 1824: 55; NSTC 2J10424; OCLC 28894352.";"Collates in fours.";NA
"1816";"1824A057";"1824.";"Hannah Maria JONES ";"Female.";"THE GAMBLERS OR THE TREACHEROUS FRIEND A MORAL TALE FOUNDED ON RECENT FACTS BY THE AUTHOR OF SEVERAL POPULAR WORKS";"London:Printed and Published by E. Livermore, Albion Press, 50, Fetter Lane; and sold by George Virtue, 26, Ivy Lane, Paternoster Row, and Bath Street, Bristol, 1824. ";"1 vol.  (672p, ill.). 8°.";"BL 012646.bbb.2; EN2 1824: 56; NSTC 2J10425; xOCLC.";"Originally issued in 28 parts including 4 double numbers, all at 6d (see Mihai H. Handrea, 'Books in Parts and the Number Trade', in Bookselling and Book Buying: Aspects of the Nineteenth-Century British and North American Book Trade, ed. by Richard G. Landon (Chicago: American Library Association, 1978), p. 42. Collates in fours. See EN2 Update 4 and Publishing Papers (click on link below), for mention of a novel with this title by one 'Haynes'.";"1825 as The Victim of Fashion, or The Gamblers, founded on recent Facts (NUC); 1836 also as The Victim of Fashion (OCLC 36423797)."
"1817";"1824A058";"1824.";"Hannah Maria JONES ";"Female.";"THE WEDDING RING OR MARRIED AND SINGLE A DOMESTIC TALE BY H M JONES AUTHORESS OF GRETNA GREEN THE BRITISH OFFICER C C";"London:Printed by C. Baynes, 13, Duke Street, Lincoln's Inn Fields. Published by George Virtue, 26, Ivy Lane, Paternoster Row, and Bath Street, Bristol, 1824. ";"1 vol.  (718p, ill.). 8°.";"BL 1560/1181; EN2 1824: 57; NSTC 2J10445; OCLC 2409013.";"Additional engraved t.p. with imprint: 'London, printed for G. Virtue 26 Ivy Lane, & Bath Street, Bristol'. Originally issued in 28 numbers, 6d each (Summers). Collates in fours. A 4-vol. edn was also published by Virtue in the same year, bearing the imprint: 'London: George Virtue, 26, Ivy Lane, Paternoster Row; Bath Street, Bristol; and Queen Square, Liverpool, 1824', and containing a prefatory 'To the Reader' (dated London, Oct 1824). A copy of this is held in Corvey (CME 3-628-48000-0). For full details, see EN2 1824: 57(a).";"1836 (OCLC)."
"1818";"1824A059";"1824.";"Mary Ann KELTY ";"Female.";"TRIALS A TALE BY THE AUTHOR OF THE FAVOURITE OF NATURE C C IN THREE VOLUMES";"London:Printed for G. and W. B. Whittaker, Ave-Maria Lane, 1824. ";"3 vols (I 328p; II 315p; III 314p). 12°.";"Corvey; CME 3-628-48828-1; ECB 599; EN2 1824: 58; NSTC 2K2417; OCLC 6853360.";NA;"Philadelphia 1824 (OCLC); French trans., 1824 [as Les Épreuves de la vie (CCFR)]."
"1819";"1824A060";"1824.";"Francis LATHOM ";"Male.";"THE POLISH BANDIT OR WHO IS MY BRIDE AND OTHER TALES IN THREE VOLUMES BY FRANCIS LATHOM AUTHOR OF PUZZLED AND PLEASED THE MYSTERIOUS FREEBOOTER THE UNKNOWN VERY STRANGE BUT VERY TRUE MEN AND MANNERS ROMANCE OF THE HEBRIDES ONE POUND NOTE ITALIAN MYSTERIES LIVE AND LEARN ASTONISHMENT C";"London:Printed for A. K. Newman and Co. Leadenhall-Street, 1824. ";"3 vols (I 241p; II 257p; III 276p). 12°.";"Corvey; CME 3-628-51076-7; ECB 331; EN2 1824: 59; NSTC 2L5038; xOCLC.";NA;NA
"1820";"1824A061";"1824.";"John Gibson LOCKHART ";"Male.";"THE HISTORY OF MATTHEW WALD";"Edinburgh:William Blackwood, and T. Cadell, London, 1824. ";"1 vol.  (382p). 8°.";"Corvey; CME 3-628-47707-7; ECB 273; EN2 1824: 60; NSTC 2L19450; OCLC 1117477.";NA;"1840 (NSTC); 1843 (NSTC); New York 1824 (OCLC); German trans., 1825."
"1821";"1824A062";"1824.";"Felix MACDONOGH ";"Male.";"THE HERMIT IN EDINBURGH OR SKETCHES OF MANNERS AND REAL CHARACTERS AND SCENES IN THE DRAMA OF LIFE";"London:Printed for Sherwood, Jones and Co. Paternoster-Row, 1824. ";"3 vols (I x, 257p; II vi, 294p; III vi, 247p). 12°.";"Corvey; CME 3-628-51036-8; ECB 265; EN2 1824: 61; NSTC 2M3273; OCLC 1685927.";NA;NA
"1822";"1824A063";"1824.";"Felix MACDONOGH ";"Male.";"THE HIGHLANDERS A TALE BY THE AUTHOR OF THE HERMIT IN LONDON HERMIT ABROAD C IN THREE VOLUMES";"London:Printed for Henry Colburn, New Burlington Street, 1824. ";"3 vols (I iv, 310p; II 312p; III 320p). 12°.";"Corvey; CME 3-628-47658-5; ECB 268; EN2 1824: 62; NSTC 2M3283; OCLC 8836388.";"Preface signed 'The Hermit in London'.";"New York 1824 (NSTC)."
"1823";"1824A064";"1824.";"James MACHENRY ";"Male.";"THE INSURGENT CHIEF OR OHALLORAN AN IRISH HISTORICAL TALE OF 1798 IN THREE VOLUMES BY SOLOMON SECONDSIGHT AUTHOR OF THE WILDERNESS THE SPECTRE OF THE FOREST C";"London:Re-printed for A. K. Newman & Co. Leadenhall-Street, 1824. ";"3 vols (I xxiii, 290p; II 285p; III 287p). 12°.";"Corvey; CME 3-628-48630-0; ECB 359; EN2 1824: 63; NSTC 2M4780; xOCLC.";"Full imprint actually reads: 'Philadelphia: Printed for H. C. Carey and I. Lea. London: Re-printed for A. K. Newman & Co. Leadenhall-Street, 1824'. Colophon reads: 'Printed by J. Darling, Leadenhall-Street, London'. Originally published Philadelphia 1824 as O'Halloran; or, the Insurgent Chief; an Irish Historical Tale of 1798 (Blanck). OCLC 30552920 describes another 1824 edn, with the imprint: 'Chiswick: Printed by C. and C. Whittingham: For C. S. Arnold, and Simpkin and Marshall'; pagination for this edn is given as xvi, 419p.";"1841 as O'Halloran; or the Insurgent Chief (OCLC); 1842 (NSTC); Belfast 1847 (NSTC)."
"1824";"1824A065";"1824.";"James MACHENRY ";"Male.";"THE SPECTRE OF THE FOREST OR ANNALS OF THE HOUSATONIC A NEWENGLAND ROMANCE IN THREE VOLUMES BY SOLOMON SECONDSIGHT AUTHOR OF THE WILDERNESS C";"London:Printed for A. K. Newman and Co. Leadenhall-Street, 1824. ";"3 vols (I xxiv, 244p; II 236p; III 250p). 12°.";"Corvey; CME 3-628-48631-9; ECB 553; EN2 1824: 64; NSTC 2M4786; xOCLC.";"Originally published New York 1823 (OCLC).";NA
"1825";"1824A066";"1824.";"Charles Robert MATURIN ";"Male.";"THE ALBIGENSES A ROMANCE BY THE AUTHOR OF BERTRAM A TRAGEDY WOMAN OR POUR ET CONTRE C IN FOUR VOLUMES";"London:Printed for Hurst, Robinson, and Co. 90, Cheapside, and 8, Pall-Mall; and A. Constable and Co. Edinburgh, 1824. ";"4 vols (I viii, 439p; II 366p; III 335p; IV 277p). 12°.";"Corvey; CME 3-628-47036-6; ECB 10; EN2 1824: 66; NSTC 2M20487; OCLC 6925160.";"Dedication to Mrs Smith, Fitzwilliam Street, Dublin.";"New York 1824 (OCLC) [also Philadelphia 1824 (OCLC)]. French trans., 1825."
"1826";"1824A067";"1824.";"Mary Russell MITFORD ";"Female.";"OUR VILLAGE SKETCHES OF RURAL CHARACTER AND SCENERY BY MARY RUSSELL MITFORD AUTHOR OF JULIAN A TRAGEDY";"London:G. and W. B. Whittaker, Ave-Maria-Lane, 1824/32. ";"5 vols (I (1824) viii, 292p; II (1826) vii, 311p; III (1828) viii, 315p; IV (1830) viii, 345p; V (1832) iv, 362p). 8°.";"Corvey; CME 3-628-48216-X; ECB 389; EN2 1824: 67; NSTC 2M31679; OCLC 35903599.";"T.p. imprint publisher description differs as follows: vols 2 and 3, 'Geo B. Whittaker, Ave-Maria-Lane'; vols 4 and 5, 'Whittaker, Treacher, & Co. Ave-Maria-Lane'.";"2nd edn 1824 (OCLC); 3rd edn 1825 (OCLC); new edn 1835 (OCLC); New York 1828 (OCLC). Also reprinted in other collected and abridged sets."
"1827";"1824A068";"1824.";"Miss E. H. M'LEOD ";"Female.";"PRINCIPLE A FASHIONABLE TALE IN FOUR VOLUMES BY MISS MLEOD AUTHOR OF TALES OF TON FIRST SECOND AND THIRD SERIES";"London:Printed for A. K. Newman and Co. Leadenhall-Street, 1824. ";"4 vols (I 263p; II 266p; III 261p; IV 268p). 12°.";"Corvey; CME 3-628-48139-2; ECB 361; EN2 1824: 65; NSTC 2M7091; xOCLC.";"Dedication to Sir Walter Scott, dated Norwich, 1824.";NA
"1828";"1824A069";"1824.";"Hannah W. MOORE ";"Female.";"ELLEN RAMSAY IN THREE VOLUMES BY MISS HANNAH W MOORE";"London:Printed for Longman, Hurst, Rees, Orme, Brown, and Green, Paternoster-Row, 1824. ";"3 vols (I 311p; II 390p; III 349p). 12°.";"Corvey; CME 3-628-48282-8; ECB 394; EN2 1824: 68; NSTC 2M34776; OCLC 9046503.";"For a possible clue to the authorship, and the possibility that 'Hannah W. Moore' represents a pseudonym, see EN2 Update 4, and Publishing Papers (click on link below).";NA
"1829";"1824A070";"1824.";"Thomas MOORE ";"Male.";"MEMOIRS OF CAPTAIN ROCK THE CELEBRATED IRISH CHIEFTAIN WITH SOME ACCOUNT OF HIS ANCESTORS WRITTEN BY HIMSELF";"London:Printed for Longman, Hurst, Rees, Orme, Brown, and Green, 1824. ";"1 vol.  (xiv, 376p). 12°.";"BL 8145.aa.2; ECB 379; EN2 1824: 69; NSTC 2M35448; OCLC 2003653.";"Preface by the Editor, signed 'S. E.', dated 31 Mar 1824.";"2nd edn 1824 (BL G.4356); 3rd edn 1824 (Corvey, NSTC); 4th edn 1824 (NSTC); 5th edn 1824 (NSTC); New York 1824 (NSTC) [also Philadelphia 1824 (OCLC)]; German trans., 1825; French trans., 1829 [as Insurrections irlandaises depuis Henri II jusqu'à l'union, ou Mémoires du Capitaine Rock (CCFR)."
"1830";"1824A071";"1824.";"James Justinian MORIER ";"Male.";"THE ADVENTURES OF HAJJI BABA OF ISPAHAN IN THREE VOLUMES";"London:John Murray, Albemarle-Street, 1824. ";"3 vols (I lxxv, 272p; II 403p; III 387p). 8°.";"Corvey; CME 3-628-47016-1; ECB 396; EN2 1824: 70; NSTC 2M36628; OCLC 18278244.";"Intoductory Epistle to Rev. Dr Fundgruben, signed 'Peregrine Persic', London, 1 Dec 1823. The last page of vol. 3 is mistakenly numbered 388.";"2nd edn 1824 (NSTC); 1835 (NSTC); 1849 (NUC); Philadelphia 1824 (OCLC); French trans., 1824; German trans., 1824."
"1831";"1824A072";"1824.";"Peregrine OAKLEY ";"Male.";"AUREUS OR THE LIFE AND OPINIONS OF A SOVEREIGN WRITTEN BY HIMSELF";"London:Printed for George Wightman, 46, Fleet-Street, 1824. ";"1 vol.  (viii, 438p). 12°.";"Corvey; CME 3-628-47080-3; ECB 32; EN2 1824: 71; NSTC 2O265; OCLC 10371573.";"Preface signed 'Peregrine Oakley, North Street, Brighton', dated 1 Jan 1821.";NA
"1832";"1824A073";"1824.";"Charles OLLIER ";"Male.";"INESILLA OR THE TEMPTER A ROMANCE WITH OTHER TALES BY CHARLES OLLIER AUTHOR OF ALTHAM AND HIS WIFE";"London:Printed for E. Lloyd and Son, Harley-Street; and William Blackwood, Edinburgh, 1824. ";"1 vol.  (viii, 287p). 12°.";"Corvey; CME 3-628-51110-0; ECB 295; EN2 1824: 72; NSTC 2O3543; OCLC 8302082.";"Dedication to Chandos Leigh, Esq. 'Advertisement' signed 'C. O.', Dec 1823.";NA
"1833";"1824A074";"1824.";"Amelia Alderson OPIE? ";"Female.";"MUCH TO BLAME A TALE BY A CELEBRATED AUTHOR IN THREE VOLUMES";"London:John Templeman, 39, Tottenham Court Road, 1824. ";"3 vols (I 294p; II 295p; III 336p). 12°.";"Corvey; CME 3-628-48390-5; ECB 400; EN2 1824: 73; NSTC 2M39786; xOCLC.";"For reasons for the tentative attribution to Opie, see Notes to this title in EN2 (1824: 73).";"NSTC lists 1830 edn at MH, but copy seen there is 1824."
"1834";"1824A075";"1824.";"John PEERS? ";"Male.";"THE CONFESSIONS OF A GAMESTER";"London:Printed for J. Hatchard and Son, 187, Piccadilly, 1824. ";"1 vol.  (244p). 8°.";"Corvey; CME 3-628-47311-X; ECB 130; EN2 1824: 74; NSTC 2G1602; OCLC 13238062.";"NSTC gives as 'ed. J. Peers'; John Peers is the attributed author of Typical Instructions (1828), also published by Hatchard.";NA
"1835";"1824A076";"1824.";"John Fitzgerald PENNIE ";"Male.";"CORFE CASTLE OR KENESWITHA";"London:Hurst, Robinson & Co. 90, Cheapside, and 8, Pall-Mall, 1824. ";"1 vol.  (vii, 434p, ill.). 8°.";"Corvey; CME 3-628-47439-6; ECB 136; EN2 1824: 75; NSTC 2P10392; OCLC 2845068.";"Preface to 'Henry Bankes, Esq. M.P.', dated London, Nov 1823.";NA
"1836";"1824A077";"1824.";"Andrew PICKEN ";"Male.";"TALES AND SKETCHES OF THE WEST OF SCOTLAND BY CHRISTOPHER KEELIVINE";"Glasgow:Printed for Robertson and Atkinson; and sold by Archibald Constable and Co. Edinburgh, and Hurst, Robinson, and Co. London, 1824. ";"1 vol.  (366p). 12°.";"Corvey; CME 3-628-51084-8; EN2 1824: 76; xNSTC; xOCLC.";"Collates in sixes. A copy in the Cambridge University Library has t.p. with same year imprint reading 'Edinburgh, Oliver and Boyd; G. & W. B. Whittaker, London; and Robertson & Atkinson, Glasgow'.";"German trans., 1824 [as 'Erzählungen, aus dem Leben in Schottland' (RS)]."
"1837";"1824A078";"1824.";"Jane PORTER ";"Female.";"DUKE CHRISTIAN OF LUNEBURG OR TRADITION FROM THE HARTZ BY MISS JANE PORTER AUTHOR OF THADDEUS OF WARSAW C C C IN THREE VOLUMES";"London:Printed for Longman, Hurst, Rees, Orme, Brown, and Green, Paternoster-Row, 1824. ";"3 vols (I viii, 357p; II 416p; III 402p, 6). 12°.";"Corvey; CME 3-628-48358-1; ECB 464; EN2 1824: 77; NSTC 2P22418; OCLC 5373066.";"Dedication to George the Fourth, dated Long Ditton, 24 Jan 1824.";"2nd edn 1824 (NSTC); Boston 1824 (NSTC); French trans., 1824; German trans., 1825 [as Herzog Christian von Braunschweig-Lüneburg. Eine Sage vom Harz (RS)]."
"1838";"1824A079";"1824.";"Sophia REEVE ";"Female.";"STANMORE OR THE MONK AND THE MERCHANTS WIDOW BY SOPHIA REEVE IN THREE VOLUMES";"London:Printed for G. and W. B. Whittaker, 1824. ";"3 vols (I 278p; II 258p; III 271p). 12°.";"Corvey; CME 3-628-48522-3; ECB 483; EN2 1824: 78; NSTC 2R5346; xOCLC.";NA;"German trans., 1825."
"1839";"1824A080";"1824.";"Sarah RENOU ";"Female.";"THE IONIAN OR WOMAN IN THE NINETEENTH CENTURY BY SARAH RENOU AUTHOR OF VILLAGE CONVERSATIONS OR THE VICARS FIRESIDE AND THE TEMPLE OF TRUTH AN ALLEGORICAL POEM IN THREE VOLUMES";"London:Printed for Sherwood, Jones, and Co. Paternoster Row, 1824. ";"3 vols (I xii, 264p; II 257p; III 252p). 12°.";"Corvey; CME 3-628-48563-0; ECB 487; EN2 1824: 79; NSTC 2R7148; OCLC 13325839.";NA;NA
"1840";"1824A081";"1824.";"Regina Maria ROCHE ";"Female.";"THE TRADITION OF THE CASTLE OR SCENES IN THE EMERALD ISLE IN FOUR VOLUMES BY REGINA MARIA ROCHE AUTHOR OF THE CHILDREN OF THE ABBEY VICAR OF LANSDOWN MAID OF THE HAMLET C";"London:Printed for A. K. Newman and Co. Leadenhall-Street, 1824. ";"4 vols (I 386p; II 364p; III 342p; IV 322p). 12°.";"Corvey; CME 3-628-48464-2; ECB 498; EN2 1824: 80; NSTC 2D1381; OCLC 7032047.";NA;"French trans., 1824."
"1841";"1824A082";"1824.";"Francis Barry Boyle SAINT LEGER ";"Male.";"SOME ACCOUNT OF THE LIFE OF THE LATE GILBERT EARLE ESQ WRITTEN BY HIMSELF";"London:Printed for Charles Knight, Pall-Mall, East, 1824. ";"1 vol.  (vii, 250p). 8°.";"Corvey; CME 3-628-48670-X; ECB 549; EN2 1824: 82; NSTC 2S2245; OCLC 3366980.";"Preface by the Editor' dated May 1824.";"2nd edn 1826 (NSTC)."
"1842";"1824A083";"1824.";"Sir Walter SCOTT ";"Male.";"REDGAUNTLET A TALE OF THE EIGHTEENTH CENTURY BY THE AUTHOR OF WAVERLEY IN THREE VOLUMES";"Edinburgh:Printed for Archibald Constable and Co.; and Hurst, Robinson, and Co. London, 1824. ";"3 vols (I 319p; II 328p; III 331p). 8°.";"Corvey; CME 3-628-48581-9; ECB 482; EN2 1824: 83; NSTC 2S10163; OCLC 1985091.";NA;"'2nd edn' 1824 (CBEL3); Boston 1824 (OCLC) [also Exeter, NH, 1824 (OCLC); Philadelphia 1824 (OCLC)]; French trans., 1824; German trans., 1824. Numerous reprintings in collected edns."
"1843";"1824A084";"1824.";"Sir Walter SCOTT ";"Male.";"ST RONANS WELL BY THE AUTHOR OF WAVERLEY QUENTIN DURWARD C IN THREE VOLUMES";"Edinburgh:Printed for Archibald Constable and Co.; and Hurst, Robinson, and Co. London, 1824. ";"3 vols (I 310p; II 325p; III 323p). 8°.";"Corvey; CME 3-628-48585-1; ECB 512; EN2 1824: 84; NSTC 2S10227; OCLC 2691234.";NA;"'2nd edn' 1824 (CBEL3); Boston 1824 (OCLC) [also New York 1824 (OCLC), also Philadelphia 1824 (OCLC)]; French trans., 1824; German trans., 1824. Numerous reprintings in collected edns."
"1844";"1824A085";"1824.";"Paul SEBRIGHT ";"Male.";"ADLE OR THE TOMB OF MY MOTHER A NOVEL IN FOUR VOLUMES BY PAUL SEBRIGHT AUTHOR OF COINCIDENCE OR THE SOOTHSAYER C C";"London:Printed for A. K. Newman and Co. Leadenhall-Street, 1824. ";"4 vols (I vi, 246p; II 289p; III 299p; IV 274p). 12°.";"Corvey; CME 3-628-48628-9; ECB 524; EN2 1824: 86; NSTC 2S12004; xOCLC.";"Preface dated 1 Dec 1823.";NA
"1845";"1824A086";"1824.";"Catharine Maria SEDGWICK ";"Female.";"REDWOOD A TALE BY THE AUTHOR OF A NEW ENGLAND TALE IN THREE VOLUMES";"London:John Miller, 5, New Bridge Street, and William Blackwood, Edinburgh, 1824. ";"3 vols (I xv, 295p; II 282p; III 297p). 12°.";"Corvey; CME 3-628-48520-7; ECB 482; EN2 1824: 87; NSTC 2S12240; OCLC 11990954.";"Preface dated New York, June 1824. Originally published New York 1824 (Blanck).";"German trans., 1825 [as Redwood, ein amerikanischer Roman von Cooper (RS)]."
"1846";"1824A087";"1824.";"Anna White SMITH ";"Female.";"CAROLINE AND ZELITE OR TRANSATLANTIC TALES TAKEN FROM REAL LIFE BY ANNA WHITE SMITH";"London:Charles Frederick Cock, 64, Paternoster Row, 1824. ";"1 vol.  (139p). 12°.";"BL N.270(1); ECB 544; EN2 1824: 88; NSTC 2S25296; OCLC 37303449.";"Dedication 'to Colonel David Stewart, of Garth'. Two tales: 'Caroline', pp. [5]<U+0096>88; 'Zelite', pp. [89]<U+0096>139.";NA
"1847";"1824A088";"1824.";"Margaret SMITH ";"Female.";"A WINTER IN WASHINGTON OR MEMOIRS OF THE SEYMOUR FAMILY IN THREE VOLUMES";"London:Reprinted for A. K. Newman and Co. Leadenhall-Street, 1824. ";"3 vols (I xii, 272p; II 293p; III 287p). 12°.";"Corvey; CME 3-628-48937-7; EN2 1824: 89; NSTC 2W27490; xOCLC.";"Originally published New York 1824 (OCLC). Full imprint actually reads: 'New-York: Printed for E. Bliss and E. White: Reprinted for A. K. Newman and Co. Leadenhall-Street, 1824'.";NA
"1848";"1824A089";"1824.";"Rosalia ST CLAIR [pseud.]";"Female.";"THE BANKERS DAUGHTERS OF BRISTOL OR COMPLIANCE AND DECISION A NOVEL IN THREE VOLUMES BY ROSALIA ST CLAIR AUTHOR OF THE BLIND BEGGAR HIGHLAND CASTLE C";"London:Printed for A. K. Newman and Co. Leadenhall-Street, 1824. ";"3 vols (I 255p; II 308p; III 294p). 12°.";"Corvey; CME 3-628-48595-9; ECB 511; EN2 1824: 81; NSTC 2S1990; OCLC 7032221.";"'Advertisement' dated Sept 1823.";NA
"1849";"1824A090";"1824.";"Louisa Sidney STANHOPE ";"Female.";"THE SIEGE OF KENILWORTH AN HISTORICAL ROMANCE IN FOUR VOLUMES BY LOUISA SIDNEY STANHOPE AUTHOR OF THE BANDITS BRIDE THE CRUSADERS THE FESTIVAL OF MORA AGE WE LIVE IN DI MONTRANZO TREACHERY C";"London:Printed for A. K. Newman and Co. Leadenhall-Street, 1824. ";"4 vols (I vi, 275p; II 278p; III 293p; IV 306p). 12°.";"Corvey; CME 3-628-48781-1; ECB 558; EN2 1824: 90; NSTC 2S36114; OCLC 7104502.";"Preface dated Upper Edmonton, 4 Oct 1823.";NA
"1850";"1824A091";"1824.";"Jane TAYLOR? ";"Female.";"SINCERITY A TALE BY THE AUTHOR OF RACHEL C";"London:Published by Knight and Lacey, 24, Pater-Noster-Row, 1824. ";"1 vol.  (iv, 176p, ill.). 12°.";"Corvey; CME 3-628-48702-1; ECB 539; EN2 1824: 91; NSTC 2S22570; OCLC 37850024.";"The claimed authorship of Rachel (EN2 1817: 54) appears to place this tale as one of the fictions attributable to Jane Taylor<U+0097>see also The Authoress (EN2 1819: 67) and Prudence and Principle (1821: 71); though a number of other elements, including different publishers, make this the least firm attribution in the group.";NA
"1851";"1824A092";"1824.";"Edward UPHAM ";"Male.";"RAMESES AN EGYPTIAN TALE WITH HISTORICAL NOTES OF THE ERA OF THE PHARAOHS IN THREE VOLUMES";"London:Printed for G. B. Whittaker, Ave-Maria-Lane; John Upham, Bath; and Charles Upham, Exeter, 1824. ";"3 vols (I viii, 341p; II 321p; III 328p). 8°.";"Corvey; CME 3-628-48449-9; ECB 479; EN2 1824: 92; NSTC 2U1035; OCLC 2792062.";"'Advertisement' dated June 1824.";NA
"1852";"1824A093";"1824.";"Catherine George WARD ";"Female.";"THE FIRST CHILD OR THE HEIRESS OF MONTEITH BY MRS CATHERINE G WARD AUTHORESS OF THE FOLLOWING POPULAR WORKS MYSTERIOUS MARRIAGEROSE OF CLAREMONTORPHAN BOYFAMILY PORTRAITSTHE COTTAGE ON THE CLIFFTHE WIDOWS CHOICEAND MARRIETTE MOULINE C C C";"London:Printed by J. M'Gowan, Great Windmill Street, published by Joseph Emans, 5, Ivy Lane, Paternoster-Row, 1824. ";"1 vol.  (627p, ill.). 8°.";"IU 823.M.383fir; EN2 1824: 93; xNSTC; OCLC 18006072.";"Portrait of the authoress, opp. additional engraved t.p., with legend 'Mrs. Catherine Ward. Published Jany. 1. 1824 by J. Emans, Ivy Lane'. Collates in fours. OCLC describes imprint as 'London, Jones & Co.'.";NA
"1853";"1824A094";"1824.";"Catherine George WARD ";"Female.";"THE FISHERS DAUGHTER OR THE WANDERINGS OF WOLF AND THE FORTUNES OF ALFRED BEING THE SEQUEL TO THAT SO GREATLY ADMIRED AND POPULAR WORK ENTITLED THE COTTAGE ON THE CLIFF OR A SEASIDE STORY BY MRS CATHERINE G WARD AUTHORESS OFMYSTERIOUS MARRIAGEFAMILY PORTRAITSORPHAN BOYWIDOWS CHOICETHE THORN C C";"London:Published by G. Virtue, 26, Ivy-Lane, Paternoster-Row; Bath-Street, Bristol; and Queen-Square, Liverpool, 1824. ";"1 vol.  (911p, ill.). 8°.";"IU 823.M.383fi.1824; ECB 623; EN2 1824: 94; NSTC 2W4960; OCLC 4086281.";"Printer's mark opp. first page of full text: 'Oxford: Printed by Bartlett and Hinton'. Adv. at end of Hannah Maria Jones's The Wedding Ring (EN2 1824: 57(b)) describes The Fisher's Daughter as 'This day published [<U+0085>] to be completed in about twenty-four nos at Sixpence, or Six Parts, at Two Shillings Each'. Collates in fours.";"1825 (Corvey, NSTC); 1827 (NSTC); 1835 (NSTC); 1836 (NSTC); 1837 (OCLC); New York 1835 (OCLC)."
