;Unnamed: 0_x;id;review;review_title;date_x;notes_x;full_meta;Unnamed: 0_y;date_y;author;gender;title;publication;format;cat;notes_y;further_eds
1356;1366.0;1824A038;1824A038_2;Monthly Review; 2nd ser. 107 (May 1825): 5361.;1;Monthly Review, 2nd ser. 107 (May 1825): 5361.;1797;1824.0;John GALT ;Male.;ROTHELAN A ROMANCE OF THE ENGLISH HISTORIES BY THE AUTHOR OF ANNALS OF THE PARISH RINGAN GILHAIZE THE SPAEWIFE C IN THREE VOLUMES;"Edinburgh:Published by Oliver & Boyd, Tweeddale-Court; and Geo. B. Whittaker, London, 1824. ";"3 vols (I 299p; II 309p, music; III 314p). 12°.";"Corvey; CME 3-628-51123-2; ECB 503; EN2 1824: 38; NSTC 2G1397; OCLC 2637026.";Dedication 'to the Right Honourable Lady Sarah Robinson'. Also containing: The Quarantine, or Tales of Lazaretto, vol. 3, pp. [115]<U+0096>314, incorporating 3 tales. 'Advertisement' (vol. 1, 1 p. unn.) states 'The Manuscript of Rothelan not proving sufficient to fill three volumes, three additional Tales have been added, forming part of a design which the Author had some intention of hereafter completing'.;"New York 1825 (OCLC); French trans., 1825; German trans., 1826."
1357;1367.0;1824A039;1824A039_1;La Belle Assemblée; n.s. 30 (July 1824): 31.;0;La Belle Assemblée, n.s. 30 (July 1824): 31.;1798;1824.0;Thomas GASPEY ;Male.;THE WITCHFINDER OR THE WISDOM OF OUR ANCESTORS A ROMANCE BY THE AUTHOR OF THE LOLLARDS OTHER TIMES CALTHORPE C IN THREE VOLUMES;London:Printed for Longman, Hurst, Rees, Orme, Brown, and Green, Paternoster-Row, 1824. ;"3 vols (I xi, 392p; II 350p; III 366p). 12°.";"Corvey; CME 3-628-48972-5; ECB 644; EN2 1824: 39; NSTC 2G3304; OCLC 2395181.";;
1358;1368.0;1824A039;1824A039_2;La Belle Assemblée;"La Belle Assemblée.Notes: The Lollards is EN2 1822: 35; Other Times is EN2 1823: 37.";0;"La Belle Assemblée.Notes: The Lollards is EN2 1822: 35; Other Times is EN2 1823: 37.";1798;1824.0;Thomas GASPEY ;Male.;THE WITCHFINDER OR THE WISDOM OF OUR ANCESTORS A ROMANCE BY THE AUTHOR OF THE LOLLARDS OTHER TIMES CALTHORPE C IN THREE VOLUMES;London:Printed for Longman, Hurst, Rees, Orme, Brown, and Green, Paternoster-Row, 1824. ;"3 vols (I xi, 392p; II 350p; III 366p). 12°.";"Corvey; CME 3-628-48972-5; ECB 644; EN2 1824: 39; NSTC 2G3304; OCLC 2395181.";;
1359;1369.0;1824A040;1824A040_1;La Belle Assemblée; n.s. 30 (Aug 1824): 7980.;0;La Belle Assemblée, n.s. 30 (Aug 1824): 7980.;1799;1824.0;Johann Wolfgang von GOETHE ;Male.;WILHELM MEISTERS APPRENTICESHIP A NOVEL FROM THE GERMAN OF GOETHE IN THREE VOLUMES;"Edinburgh:Published by Oliver & Boyd, Tweeddale-Court; and G. & W. B. Whittaker, London, 1824. ";"3 vols (I xviii, 324p; II 351p; III 294p). 8°.";"BL 12550.g.23; ECB 235; EN2 1824: 40; NSTC 2G11798; OCLC 2533996.";Trans. of Wilhelm Meisters Lehrjahre (Berlin, 1794).;"1828 (NSTC); 1829 (OCLC); London 1839 (NSTC); London 1842 (NSTC); Boston 1828 (OCLC)."
1360;1370.0;1824A040;1824A040_2;Monthly Review; Appendix to 2nd ser. 106 (JanApr 1825): 52833.;1;Monthly Review, Appendix to 2nd ser. 106 (JanApr 1825): 52833.;1799;1824.0;Johann Wolfgang von GOETHE ;Male.;WILHELM MEISTERS APPRENTICESHIP A NOVEL FROM THE GERMAN OF GOETHE IN THREE VOLUMES;"Edinburgh:Published by Oliver & Boyd, Tweeddale-Court; and G. & W. B. Whittaker, London, 1824. ";"3 vols (I xviii, 324p; II 351p; III 294p). 8°.";"BL 12550.g.23; ECB 235; EN2 1824: 40; NSTC 2G11798; OCLC 2533996.";Trans. of Wilhelm Meisters Lehrjahre (Berlin, 1794).;"1828 (NSTC); 1829 (OCLC); London 1839 (NSTC); London 1842 (NSTC); Boston 1828 (OCLC)."
1361;1371.0;1824A047;1824A047_1;La Belle Assemblée; n.s. 30 (Aug 1824): 8081.;1;La Belle Assemblée, n.s. 30 (Aug 1824): 8081.;1806;1824.0;Ernst Theodor Amadeus HOFFMANN ;Male.;THE DEVILS ELIXIR FROM THE GERMAN OF E T A HOFFMANN;Edinburgh:William Blackwood, and T. Cadell, London, 1824. ;"2 vols (I vii, 379p; II 339p). 12°.";"BL N.230; ECB 275; EN2 1824: 47; NSTC 2H25417; OCLC 6792820.";Trans. of Die Elixiere des Teufels (Berlin, 1815<U+0096>16). Translator's Preface dated Edinburgh, 5 June 1824.;1829 (OCLC).
1362;1372.0;1824A048;1824A048_1;La Belle Assemblée; 3rd ser. 1 (Jan  1825): 36.;0;La Belle Assemblée, 3rd ser. 1 (Jan  1825): 36.;1807;1824.0;Barbara HOFLAND [formerly HOOLE, Barbara] ;Female.;DECISION A TALE BY MRS HOFLAND AUTHOR OF INTEGRITY A TALE PATIENCE A TALE THE SON OF A GENIUS TALES OF THE PRIORY TALES OF THE MANOR C C;London:Printed for Longman, Hurst, Rees, Orme, Brown, and Green, Paternoster-Row, 1824. ;1 vol.  (272p, ill.). 12°.;"Corvey; CME 3-628-47665-8; ECB 275; EN2 1824: 48; NSTC 2H29382; OCLC 31114054.";"A different work from the anonymous The Decision; a Novel (EN2 1811: 6), and from Anne Raikes Harding's Decision: A Tale (EN2 1819: 37).";"1835 (OCLC); 1836 (NUC); 1840 (NUC);  New York 1825 (NSTC)."
1363;1373.0;1824A049;1824A049_1;La Belle Assemblée; n.s. 29 (Mar 1824): 123.;0;La Belle Assemblée, n.s. 29 (Mar 1824): 123.;1808;1824.0;Barbara HOFLAND [formerly HOOLE, Barbara] ;Female.;PATIENCE A TALE BY MRS HOFLAND AUTHOR OF INTEGRITY A TALE THE SON OF A GENIUS TALES OF THE PRIORY TALES OF THE MANOR C C;London:Printed for Longman, Hurst, Rees, Orme, Brown, and Green, Paternoster-Row, 1824. ;1 vol.  (298p, ill.). 12°.;"BL N.219; ECB 275; EN2 1824: 49; NSTC 2H29409; OCLC 9763812.";;"1835 (OCLC); 1836 (NSTC); 1838 (NSTC); 1840 (OCLC); New York 1825 (OCLC)."
1364;1374.0;1824A050;1824A050_1;La Belle Assemblée; n.s. 30 (Aug 1824): 81.;1;La Belle Assemblée, n.s. 30 (Aug 1824): 81.;1809;1824.0;James HOGG ;Male.;THE PRIVATE MEMOIRS AND CONFESSIONS OF A JUSTIFIED SINNER WRITTEN BY HIMSELF WITH A DETAIL OF CURIOUS TRADITIONARY FACTS AND OTHER EVIDENCE BY THE EDITOR;London:Printed for Longman, Hurst, Rees, Orme, Brown, and Green, Paternoster Row, 1824. ;1 vol.  (390p). 8°.;"Corvey; CME 3-628-47313-6; ECB 471; EN2 1824: 50; NSTC 2M24211; OCLC 8264736.";"Dedication 'to the Hon. William Smith, Lord Provost of Glasgow'. Printer's mark, verso of t.p., reads: 'Edinburgh: printed by James Clarke and Co. 1824'. 'Fac Simile' between pp. 366 and 367; though in other copies seen (e.g. E Hall.201.e) this appears as a frontispiece.";"Reissued (replacement t.p.) as The Suicide's Grave; or, Memoirs and Confessions of a Sinner, 'edited by J. Hogg', Edinburgh 1828 (Selkirk, Borders Regional Library)."
1365;1375.0;1824A051;1824A051_1;La Belle Assemblée; n.s. 29 (Jan 1824): 3435.;0;La Belle Assemblée, n.s. 29 (Jan 1824): 3435.;1810;1824.0;James HOOK ;Male.;PERCY MALLORY BY THE AUTHOR OF PEN OWEN IN THREE VOLUMES;Edinburgh:William Blackwood, and T. Cadell, London, 1824. ;"3 vols (I 349p; II 344p; III 350p). 8°.";"Corvey; CME 3-628-48415-4; ECB 442; EN2 1824: 51; NSTC 2H28910; OCLC 3755218.";;"Philadelphia 1824 (NSTC); French trans., 1824."
1366;1376.0;1824A052;1824A052_1;La Belle Assemblée; n.s. 29 (Apr 1824): 16769.;0;La Belle Assemblée, n.s. 29 (Apr 1824): 16769.;1811;1824.0;Theodore Edward HOOK ;Male.;SAYINGS AND DOINGS A SERIES OF SKETCHES FROM LIFE IN THREE VOLUMES;London:Printed for Henry Colburn, New Burlington-Street, 1824. ;"3 vols (I v, 336p; II 350p; III 358p). 12°.";"BL N.1297; ECB 516; EN2 1824: 52; NSTC 2H28950; OCLC 1166754.";'Advertisement' dated London, 26 Jan 1824. [1st series].;"2nd edn 1824 (Corvey), CME 3-628-48529-0; 1836 (NSTC); Philadelphia 1824 (NSTC)."
1367;1377.0;1824A055;1824A055_1;La Belle Assemblée; n.s. 30 (Oct 1824): 16869.;0;La Belle Assemblée, n.s. 30 (Oct 1824): 16869.;1814;1824.0;Washington IRVING ;Male.;TALES OF A TRAVELLER BY GEOFFREY CRAYON GENT IN TWO VOLUMES;London:John Murray, Albemarle-Street, 1824. ;"2 vols (I xvi, 364p; II vi, 394p). 8°.";"BL 838.f.7; ECB 301; EN2 1824: 54; NSTC 2C42720; OCLC 2127228.";Reviewed in QR (Mar 1825) with three other of Irving's works.;"New edn 1825 (Corvey, NSTC); 1848 (NSTC); 1850 (OCLC); Philadelphia 1824 (OCLC); French trans., 1825; German trans., 1825."
1368;1378.0;1824A059;1824A059_1;La Belle Assemblée; n.s. 29 (June 1824): 267.;0;La Belle Assemblée, n.s. 29 (June 1824): 267.;1818;1824.0;Mary Ann KELTY ;Female.;TRIALS A TALE BY THE AUTHOR OF THE FAVOURITE OF NATURE C C IN THREE VOLUMES;London:Printed for G. and W. B. Whittaker, Ave-Maria Lane, 1824. ;"3 vols (I 328p; II 315p; III 314p). 12°.";"Corvey; CME 3-628-48828-1; ECB 599; EN2 1824: 58; NSTC 2K2417; OCLC 6853360.";;"Philadelphia 1824 (OCLC); French trans., 1824 [as Les Épreuves de la vie (CCFR)]."
1369;1379.0;1824A059;1824A059_2;Monthly Review; 2nd ser. 105 (Nov 1824): 332.;1;Monthly Review, 2nd ser. 105 (Nov 1824): 332.;1818;1824.0;Mary Ann KELTY ;Female.;TRIALS A TALE BY THE AUTHOR OF THE FAVOURITE OF NATURE C C IN THREE VOLUMES;London:Printed for G. and W. B. Whittaker, Ave-Maria Lane, 1824. ;"3 vols (I 328p; II 315p; III 314p). 12°.";"Corvey; CME 3-628-48828-1; ECB 599; EN2 1824: 58; NSTC 2K2417; OCLC 6853360.";;"Philadelphia 1824 (OCLC); French trans., 1824 [as Les Épreuves de la vie (CCFR)]."
1370;1380.0;1824A061;1824A061_1;La Belle Assemblée; n.s. 29 (May 1824): 219.;0;La Belle Assemblée, n.s. 29 (May 1824): 219.;1820;1824.0;John Gibson LOCKHART ;Male.;THE HISTORY OF MATTHEW WALD;Edinburgh:William Blackwood, and T. Cadell, London, 1824. ;1 vol.  (382p). 8°.;"Corvey; CME 3-628-47707-7; ECB 273; EN2 1824: 60; NSTC 2L19450; OCLC 1117477.";;"1840 (NSTC); 1843 (NSTC); New York 1824 (OCLC); German trans., 1825."
1371;1381.0;1824A061;1824A061_2;Monthly Review; 2nd ser. 104 (Aug 1824): 38289.;1;Monthly Review, 2nd ser. 104 (Aug 1824): 38289.;1820;1824.0;John Gibson LOCKHART ;Male.;THE HISTORY OF MATTHEW WALD;Edinburgh:William Blackwood, and T. Cadell, London, 1824. ;1 vol.  (382p). 8°.;"Corvey; CME 3-628-47707-7; ECB 273; EN2 1824: 60; NSTC 2L19450; OCLC 1117477.";;"1840 (NSTC); 1843 (NSTC); New York 1824 (OCLC); German trans., 1825."
1372;1382.0;1824A063;1824A063_1;La Belle Assemblée; n.s. 29 (May 1824): 219.;0;La Belle Assemblée, n.s. 29 (May 1824): 219.;1822;1824.0;Felix MACDONOGH ;Male.;THE HIGHLANDERS A TALE BY THE AUTHOR OF THE HERMIT IN LONDON HERMIT ABROAD C IN THREE VOLUMES;London:Printed for Henry Colburn, New Burlington Street, 1824. ;"3 vols (I iv, 310p; II 312p; III 320p). 12°.";"Corvey; CME 3-628-47658-5; ECB 268; EN2 1824: 62; NSTC 2M3283; OCLC 8836388.";Preface signed 'The Hermit in London'.;New York 1824 (NSTC).
1373;1383.0;1824A065;1824A065_1;La Belle Assemblée; n.s. 28 (1823): 318.;1;La Belle Assemblée, n.s. 28 (1823): 318.;1824;1824.0;James MACHENRY ;Male.;THE SPECTRE OF THE FOREST OR ANNALS OF THE HOUSATONIC A NEWENGLAND ROMANCE IN THREE VOLUMES BY SOLOMON SECONDSIGHT AUTHOR OF THE WILDERNESS C;London:Printed for A. K. Newman and Co. Leadenhall-Street, 1824. ;"3 vols (I xxiv, 244p; II 236p; III 250p). 12°.";"Corvey; CME 3-628-48631-9; ECB 553; EN2 1824: 64; NSTC 2M4786; xOCLC.";Originally published New York 1823 (OCLC).;
1374;1384.0;1824A066;1824A066_1;La Belle Assemblée; n.s. 29 (Mar 1824): 12223.;0;La Belle Assemblée, n.s. 29 (Mar 1824): 12223.;1825;1824.0;Charles Robert MATURIN ;Male.;THE ALBIGENSES A ROMANCE BY THE AUTHOR OF BERTRAM A TRAGEDY WOMAN OR POUR ET CONTRE C IN FOUR VOLUMES;"London:Printed for Hurst, Robinson, and Co. 90, Cheapside, and 8, Pall-Mall; and A. Constable and Co. Edinburgh, 1824. ";"4 vols (I viii, 439p; II 366p; III 335p; IV 277p). 12°.";"Corvey; CME 3-628-47036-6; ECB 10; EN2 1824: 66; NSTC 2M20487; OCLC 6925160.";Dedication to Mrs Smith, Fitzwilliam Street, Dublin.;New York 1824 (OCLC) [also Philadelphia 1824 (OCLC)]. French trans., 1825.
1375;1385.0;1824A066;1824A066_2;Monthly Review; 2nd ser. 106 (Feb 1825): 17079.;1;Monthly Review, 2nd ser. 106 (Feb 1825): 17079.;1825;1824.0;Charles Robert MATURIN ;Male.;THE ALBIGENSES A ROMANCE BY THE AUTHOR OF BERTRAM A TRAGEDY WOMAN OR POUR ET CONTRE C IN FOUR VOLUMES;"London:Printed for Hurst, Robinson, and Co. 90, Cheapside, and 8, Pall-Mall; and A. Constable and Co. Edinburgh, 1824. ";"4 vols (I viii, 439p; II 366p; III 335p; IV 277p). 12°.";"Corvey; CME 3-628-47036-6; ECB 10; EN2 1824: 66; NSTC 2M20487; OCLC 6925160.";Dedication to Mrs Smith, Fitzwilliam Street, Dublin.;New York 1824 (OCLC) [also Philadelphia 1824 (OCLC)]. French trans., 1825.
1376;1386.0;1824A067;1824A067_1;La Belle Assemblée; n.s. 29 (June 1824): 26667.;1;La Belle Assemblée, n.s. 29 (June 1824): 26667.;1826;1824.0;Mary Russell MITFORD ;Female.;OUR VILLAGE SKETCHES OF RURAL CHARACTER AND SCENERY BY MARY RUSSELL MITFORD AUTHOR OF JULIAN A TRAGEDY;London:G. and W. B. Whittaker, Ave-Maria-Lane, 1824/32. ;"5 vols (I (1824) viii, 292p; II (1826) vii, 311p; III (1828) viii, 315p; IV (1830) viii, 345p; V (1832) iv, 362p). 8°.";"Corvey; CME 3-628-48216-X; ECB 389; EN2 1824: 67; NSTC 2M31679; OCLC 35903599.";"T.p. imprint publisher description differs as follows: vols 2 and 3, 'Geo B. Whittaker, Ave-Maria-Lane'; vols 4 and 5, 'Whittaker, Treacher, & Co. Ave-Maria-Lane'.";"2nd edn 1824 (OCLC); 3rd edn 1825 (OCLC); new edn 1835 (OCLC); New York 1828 (OCLC). Also reprinted in other collected and abridged sets."
1377;1387.0;1824A067;1824A067_2;La Belle Assemblée; 3rd ser. 4 (Dec 1826): 269.;0;La Belle Assemblée, 3rd ser. 4 (Dec 1826): 269.;1826;1824.0;Mary Russell MITFORD ;Female.;OUR VILLAGE SKETCHES OF RURAL CHARACTER AND SCENERY BY MARY RUSSELL MITFORD AUTHOR OF JULIAN A TRAGEDY;London:G. and W. B. Whittaker, Ave-Maria-Lane, 1824/32. ;"5 vols (I (1824) viii, 292p; II (1826) vii, 311p; III (1828) viii, 315p; IV (1830) viii, 345p; V (1832) iv, 362p). 8°.";"Corvey; CME 3-628-48216-X; ECB 389; EN2 1824: 67; NSTC 2M31679; OCLC 35903599.";"T.p. imprint publisher description differs as follows: vols 2 and 3, 'Geo B. Whittaker, Ave-Maria-Lane'; vols 4 and 5, 'Whittaker, Treacher, & Co. Ave-Maria-Lane'.";"2nd edn 1824 (OCLC); 3rd edn 1825 (OCLC); new edn 1835 (OCLC); New York 1828 (OCLC). Also reprinted in other collected and abridged sets."
1378;1388.0;1824A067;1824A067_3;La Belle Assemblée; 3rd ser. 8 (July 1828): 37.;0;La Belle Assemblée, 3rd ser. 8 (July 1828): 37.;1826;1824.0;Mary Russell MITFORD ;Female.;OUR VILLAGE SKETCHES OF RURAL CHARACTER AND SCENERY BY MARY RUSSELL MITFORD AUTHOR OF JULIAN A TRAGEDY;London:G. and W. B. Whittaker, Ave-Maria-Lane, 1824/32. ;"5 vols (I (1824) viii, 292p; II (1826) vii, 311p; III (1828) viii, 315p; IV (1830) viii, 345p; V (1832) iv, 362p). 8°.";"Corvey; CME 3-628-48216-X; ECB 389; EN2 1824: 67; NSTC 2M31679; OCLC 35903599.";"T.p. imprint publisher description differs as follows: vols 2 and 3, 'Geo B. Whittaker, Ave-Maria-Lane'; vols 4 and 5, 'Whittaker, Treacher, & Co. Ave-Maria-Lane'.";"2nd edn 1824 (OCLC); 3rd edn 1825 (OCLC); new edn 1835 (OCLC); New York 1828 (OCLC). Also reprinted in other collected and abridged sets."
1379;1389.0;1824A067;1824A067_4;Monthly Review; 2nd ser. 106 (Feb 1825): 22023.;1;Monthly Review, 2nd ser. 106 (Feb 1825): 22023.;1826;1824.0;Mary Russell MITFORD ;Female.;OUR VILLAGE SKETCHES OF RURAL CHARACTER AND SCENERY BY MARY RUSSELL MITFORD AUTHOR OF JULIAN A TRAGEDY;London:G. and W. B. Whittaker, Ave-Maria-Lane, 1824/32. ;"5 vols (I (1824) viii, 292p; II (1826) vii, 311p; III (1828) viii, 315p; IV (1830) viii, 345p; V (1832) iv, 362p). 8°.";"Corvey; CME 3-628-48216-X; ECB 389; EN2 1824: 67; NSTC 2M31679; OCLC 35903599.";"T.p. imprint publisher description differs as follows: vols 2 and 3, 'Geo B. Whittaker, Ave-Maria-Lane'; vols 4 and 5, 'Whittaker, Treacher, & Co. Ave-Maria-Lane'.";"2nd edn 1824 (OCLC); 3rd edn 1825 (OCLC); new edn 1835 (OCLC); New York 1828 (OCLC). Also reprinted in other collected and abridged sets."
1380;1390.0;1824A067;1824A067_5;Monthly Review; n.s. 3 (Nov 1826): 31626.;1;Monthly Review, n.s. 3 (Nov 1826): 31626.;1826;1824.0;Mary Russell MITFORD ;Female.;OUR VILLAGE SKETCHES OF RURAL CHARACTER AND SCENERY BY MARY RUSSELL MITFORD AUTHOR OF JULIAN A TRAGEDY;London:G. and W. B. Whittaker, Ave-Maria-Lane, 1824/32. ;"5 vols (I (1824) viii, 292p; II (1826) vii, 311p; III (1828) viii, 315p; IV (1830) viii, 345p; V (1832) iv, 362p). 8°.";"Corvey; CME 3-628-48216-X; ECB 389; EN2 1824: 67; NSTC 2M31679; OCLC 35903599.";"T.p. imprint publisher description differs as follows: vols 2 and 3, 'Geo B. Whittaker, Ave-Maria-Lane'; vols 4 and 5, 'Whittaker, Treacher, & Co. Ave-Maria-Lane'.";"2nd edn 1824 (OCLC); 3rd edn 1825 (OCLC); new edn 1835 (OCLC); New York 1828 (OCLC). Also reprinted in other collected and abridged sets."
1381;1391.0;1824A067;1824A067_6;Monthly Review; n.s. 8 (July 1828): 40711.;1;Monthly Review, n.s. 8 (July 1828): 40711.;1826;1824.0;Mary Russell MITFORD ;Female.;OUR VILLAGE SKETCHES OF RURAL CHARACTER AND SCENERY BY MARY RUSSELL MITFORD AUTHOR OF JULIAN A TRAGEDY;London:G. and W. B. Whittaker, Ave-Maria-Lane, 1824/32. ;"5 vols (I (1824) viii, 292p; II (1826) vii, 311p; III (1828) viii, 315p; IV (1830) viii, 345p; V (1832) iv, 362p). 8°.";"Corvey; CME 3-628-48216-X; ECB 389; EN2 1824: 67; NSTC 2M31679; OCLC 35903599.";"T.p. imprint publisher description differs as follows: vols 2 and 3, 'Geo B. Whittaker, Ave-Maria-Lane'; vols 4 and 5, 'Whittaker, Treacher, & Co. Ave-Maria-Lane'.";"2nd edn 1824 (OCLC); 3rd edn 1825 (OCLC); new edn 1835 (OCLC); New York 1828 (OCLC). Also reprinted in other collected and abridged sets."
1382;1392.0;1824A070;1824A070_1;Monthly Review; 2nd ser. 106 (Jan 1825): 8594.;1;Monthly Review, 2nd ser. 106 (Jan 1825): 8594.;1829;1824.0;Thomas MOORE ;Male.;MEMOIRS OF CAPTAIN ROCK THE CELEBRATED IRISH CHIEFTAIN WITH SOME ACCOUNT OF HIS ANCESTORS WRITTEN BY HIMSELF;London:Printed for Longman, Hurst, Rees, Orme, Brown, and Green, 1824. ;1 vol.  (xiv, 376p). 12°.;"BL 8145.aa.2; ECB 379; EN2 1824: 69; NSTC 2M35448; OCLC 2003653.";Preface by the Editor, signed 'S. E.', dated 31 Mar 1824.;"2nd edn 1824 (BL G.4356); 3rd edn 1824 (Corvey, NSTC); 4th edn 1824 (NSTC); 5th edn 1824 (NSTC); New York 1824 (NSTC) [also Philadelphia 1824 (OCLC)]; German trans., 1825; French trans., 1829 [as Insurrections irlandaises depuis Henri II jusqu'à l'union, ou Mémoires du Capitaine Rock (CCFR)."
1383;1393.0;1824A070;1824A070_2;Monthly Review; 2nd ser. 106 (Mar 1824): 27183.;1;Monthly Review, 2nd ser. 106 (Mar 1824): 27183.;1829;1824.0;Thomas MOORE ;Male.;MEMOIRS OF CAPTAIN ROCK THE CELEBRATED IRISH CHIEFTAIN WITH SOME ACCOUNT OF HIS ANCESTORS WRITTEN BY HIMSELF;London:Printed for Longman, Hurst, Rees, Orme, Brown, and Green, 1824. ;1 vol.  (xiv, 376p). 12°.;"BL 8145.aa.2; ECB 379; EN2 1824: 69; NSTC 2M35448; OCLC 2003653.";Preface by the Editor, signed 'S. E.', dated 31 Mar 1824.;"2nd edn 1824 (BL G.4356); 3rd edn 1824 (Corvey, NSTC); 4th edn 1824 (NSTC); 5th edn 1824 (NSTC); New York 1824 (NSTC) [also Philadelphia 1824 (OCLC)]; German trans., 1825; French trans., 1829 [as Insurrections irlandaises depuis Henri II jusqu'à l'union, ou Mémoires du Capitaine Rock (CCFR)."
1384;1394.0;1824A070;1824A070_3;Morning Chronicle;Morning Chronicle newspaper (8 Apr 1824): 3.;0;Morning Chronicle newspaper (8 Apr 1824): 3.;1829;1824.0;Thomas MOORE ;Male.;MEMOIRS OF CAPTAIN ROCK THE CELEBRATED IRISH CHIEFTAIN WITH SOME ACCOUNT OF HIS ANCESTORS WRITTEN BY HIMSELF;London:Printed for Longman, Hurst, Rees, Orme, Brown, and Green, 1824. ;1 vol.  (xiv, 376p). 12°.;"BL 8145.aa.2; ECB 379; EN2 1824: 69; NSTC 2M35448; OCLC 2003653.";Preface by the Editor, signed 'S. E.', dated 31 Mar 1824.;"2nd edn 1824 (BL G.4356); 3rd edn 1824 (Corvey, NSTC); 4th edn 1824 (NSTC); 5th edn 1824 (NSTC); New York 1824 (NSTC) [also Philadelphia 1824 (OCLC)]; German trans., 1825; French trans., 1829 [as Insurrections irlandaises depuis Henri II jusqu'à l'union, ou Mémoires du Capitaine Rock (CCFR)."
1385;1395.0;1824A071;1824A071_1;La Belle Assemblée; n.s. 29 (Feb 1824): 7980.;0;La Belle Assemblée, n.s. 29 (Feb 1824): 7980.;1830;1824.0;James Justinian MORIER ;Male.;THE ADVENTURES OF HAJJI BABA OF ISPAHAN IN THREE VOLUMES;London:John Murray, Albemarle-Street, 1824. ;"3 vols (I lxxv, 272p; II 403p; III 387p). 8°.";"Corvey; CME 3-628-47016-1; ECB 396; EN2 1824: 70; NSTC 2M36628; OCLC 18278244.";Intoductory Epistle to Rev. Dr Fundgruben, signed 'Peregrine Persic', London, 1 Dec 1823. The last page of vol. 3 is mistakenly numbered 388.;"2nd edn 1824 (NSTC); 1835 (NSTC); 1849 (NUC); Philadelphia 1824 (OCLC); French trans., 1824; German trans., 1824."
1386;1396.0;1824A071;1824A071_2;Monthly Review; 2nd ser. 103 (Apr 1824): 35467.;1;Monthly Review, 2nd ser. 103 (Apr 1824): 35467.;1830;1824.0;James Justinian MORIER ;Male.;THE ADVENTURES OF HAJJI BABA OF ISPAHAN IN THREE VOLUMES;London:John Murray, Albemarle-Street, 1824. ;"3 vols (I lxxv, 272p; II 403p; III 387p). 8°.";"Corvey; CME 3-628-47016-1; ECB 396; EN2 1824: 70; NSTC 2M36628; OCLC 18278244.";Intoductory Epistle to Rev. Dr Fundgruben, signed 'Peregrine Persic', London, 1 Dec 1823. The last page of vol. 3 is mistakenly numbered 388.;"2nd edn 1824 (NSTC); 1835 (NSTC); 1849 (NUC); Philadelphia 1824 (OCLC); French trans., 1824; German trans., 1824."
1387;1397.0;1824A072;1824A072_1;La Belle Assemblée; n.s. 29 (May 1824): 21920.;0;La Belle Assemblée, n.s. 29 (May 1824): 21920.;1831;1824.0;Peregrine OAKLEY ;Male.;AUREUS OR THE LIFE AND OPINIONS OF A SOVEREIGN WRITTEN BY HIMSELF;London:Printed for George Wightman, 46, Fleet-Street, 1824. ;1 vol.  (viii, 438p). 12°.;"Corvey; CME 3-628-47080-3; ECB 32; EN2 1824: 71; NSTC 2O265; OCLC 10371573.";Preface signed 'Peregrine Oakley, North Street, Brighton', dated 1 Jan 1821.;
1388;1398.0;1824A072;1824A072_2;Monthly Review; 2nd ser. 105 (Dec 1824): 44446.;1;Monthly Review, 2nd ser. 105 (Dec 1824): 44446.;1831;1824.0;Peregrine OAKLEY ;Male.;AUREUS OR THE LIFE AND OPINIONS OF A SOVEREIGN WRITTEN BY HIMSELF;London:Printed for George Wightman, 46, Fleet-Street, 1824. ;1 vol.  (viii, 438p). 12°.;"Corvey; CME 3-628-47080-3; ECB 32; EN2 1824: 71; NSTC 2O265; OCLC 10371573.";Preface signed 'Peregrine Oakley, North Street, Brighton', dated 1 Jan 1821.;
1389;1399.0;1824A073;1824A073_1;La Belle Assemblée; n.s. 29 (Mar 1824): 125.;0;La Belle Assemblée, n.s. 29 (Mar 1824): 125.;1832;1824.0;Charles OLLIER ;Male.;INESILLA OR THE TEMPTER A ROMANCE WITH OTHER TALES BY CHARLES OLLIER AUTHOR OF ALTHAM AND HIS WIFE;"London:Printed for E. Lloyd and Son, Harley-Street; and William Blackwood, Edinburgh, 1824. ";1 vol.  (viii, 287p). 12°.;"Corvey; CME 3-628-51110-0; ECB 295; EN2 1824: 72; NSTC 2O3543; OCLC 8302082.";Dedication to Chandos Leigh, Esq. 'Advertisement' signed 'C. O.', Dec 1823.;
1390;1400.0;1824A073;1824A073_2;Monthly Review; 2nd ser. 103 (Mar 1824): 32930.;1;Monthly Review, 2nd ser. 103 (Mar 1824): 32930.;1832;1824.0;Charles OLLIER ;Male.;INESILLA OR THE TEMPTER A ROMANCE WITH OTHER TALES BY CHARLES OLLIER AUTHOR OF ALTHAM AND HIS WIFE;"London:Printed for E. Lloyd and Son, Harley-Street; and William Blackwood, Edinburgh, 1824. ";1 vol.  (viii, 287p). 12°.;"Corvey; CME 3-628-51110-0; ECB 295; EN2 1824: 72; NSTC 2O3543; OCLC 8302082.";Dedication to Chandos Leigh, Esq. 'Advertisement' signed 'C. O.', Dec 1823.;
